Player,Squad,Liga,Season,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err
romeo lavia,chelsea,Premier-League,2024-2025,5,13,4,0.476,10,13,16,6,0,6,10,1
mario lemina,wolves,Premier-League,2024-2025,27,19,5,0.69,20,31,27,12,7,5,50,3
bernd leno,fulham,Premier-League,2024-2025,2,0,0,1.0,2,2,0,1,0,1,11,5
jefferson lerma,crystal palace,Premier-League,2024-2025,15,16,4,0.528,19,17,42,38,18,20,80,1
rico lewis,manchester city,Premier-League,2024-2025,13,12,5,0.619,13,19,13,28,7,21,45,1
keane lewispotter,brentford,Premier-League,2024-2025,26,16,7,0.62,31,27,21,28,10,18,76,3
myles lewisskelly,arsenal,Premier-League,2024-2025,10,9,3,0.909,10,14,7,4,1,3,27,0
matthijs de ligt,manchester utd,Premier-League,2024-2025,17,12,1,0.7190000000000001,23,22,33,29,21,8,96,0
pedro lima,wolves,Premier-League,2024-2025,0,0,1,0.3329999999999999,1,0,2,0,0,0,5,0
victor lindelof,manchester utd,Premier-League,2024-2025,5,1,1,0.75,3,2,8,6,4,2,36,2
jesper lindstrm,everton,Premier-League,2024-2025,24,19,2,0.345,19,25,12,15,3,12,17,0
valentino livramento,newcastle utd,Premier-League,2024-2025,35,15,4,0.542,32,36,23,37,11,26,108,1
sean longstaff,newcastle utd,Premier-League,2024-2025,10,9,8,0.667,18,16,7,17,5,12,8,0
sasa lukic,fulham,Premier-League,2024-2025,22,40,6,0.418,23,39,28,20,7,13,35,1
joe lumley,southampton,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,3,3
massimo luongo,ipswich town,Premier-League,2024-2025,6,2,1,0.625,5,6,2,4,2,2,2,0
ian maatsen,aston villa,Premier-League,2024-2025,17,9,3,0.708,17,17,15,13,0,13,39,3
alexis mac allister,liverpool,Premier-League,2024-2025,28,51,16,0.529,55,58,22,61,6,55,29,1
james maddison,tottenham,Premier-League,2024-2025,8,16,7,0.31,9,19,12,15,4,11,19,1
noni madueke,chelsea,Premier-League,2024-2025,8,12,5,0.368,14,18,10,17,0,17,11,0
gabriel magalhaes,arsenal,Premier-League,2024-2025,12,8,5,0.75,12,15,16,42,29,13,93,2
edmondparis maghoma,brentford,Premier-League,2024-2025,0,2,0,0.3329999999999999,1,1,1,2,2,0,2,0
harry maguire,manchester utd,Premier-League,2024-2025,23,6,1,0.7390000000000001,17,15,40,15,12,3,78,1
kobbie mainoo,manchester utd,Premier-League,2024-2025,18,14,14,0.6,24,29,19,16,2,14,14,1
tyrell malacia,manchester utd,Premier-League,2024-2025,2,0,0,0.5,1,1,1,0,0,0,1,1
donyell malen,aston villa,Premier-League,2024-2025,3,3,1,0.25,1,4,0,2,0,2,1,0
mateus mane,wolves,Premier-League,2024-2025,0,0,0,,0,0,0,1,0,1,0,0
orel mangala,everton,Premier-League,2024-2025,3,11,2,0.625,5,8,21,8,3,5,24,1
ryan manning,southampton,Premier-League,2024-2025,16,10,2,0.5379999999999999,14,17,17,20,11,9,47,0
solly march,brighton,Premier-League,2024-2025,2,2,2,0.625,5,3,2,3,0,3,2,1
omar marmoush,manchester city,Premier-League,2024-2025,2,9,2,0.5,8,8,6,15,1,14,3,0
gabriel martinelli,arsenal,Premier-League,2024-2025,9,6,8,0.304,7,15,5,15,0,15,19,0
emiliano martinez,aston villa,Premier-League,2024-2025,3,0,0,1.0,2,3,0,1,0,1,17,6
lisandro martinez,manchester utd,Premier-League,2024-2025,25,12,3,0.583,21,24,32,22,8,14,57,1
pape matar sarr,tottenham,Premier-League,2024-2025,19,23,7,0.48,12,36,30,26,10,16,25,1
jeanphilippe mateta,crystal palace,Premier-League,2024-2025,5,11,2,0.188,3,12,2,19,4,15,23,0
stephy mavididi,leicester city,Premier-League,2024-2025,16,10,8,0.3329999999999999,14,19,11,26,2,24,15,0
konstantinos mavropanos,west ham,Premier-League,2024-2025,24,10,1,0.593,16,24,40,25,18,7,126,1
noussair mazraoui,manchester utd,Premier-League,2024-2025,58,42,15,0.628,59,68,34,36,9,27,95,1
bryan mbeumo,brentford,Premier-League,2024-2025,18,15,16,0.6,21,31,14,26,3,23,55,1
james mcatee,manchester city,Premier-League,2024-2025,0,4,1,0.143,1,2,2,8,0,8,1,0
kasey mcateer,leicester city,Premier-League,2024-2025,11,9,3,0.483,14,16,5,18,2,16,15,0
alex mccarthy,southampton,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,1,4
john mcginn,aston villa,Premier-League,2024-2025,10,14,9,0.419,13,24,14,22,2,20,18,3
dwight mcneil,everton,Premier-League,2024-2025,6,5,2,0.429,9,8,6,7,0,7,2,1
scott mctominay,manchester utd,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,1,0
ben mee,brentford,Premier-League,2024-2025,0,2,0,1.0,1,2,4,3,3,0,7,0
jayden meghoma,brentford,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
mikel merino,arsenal,Premier-League,2024-2025,7,26,13,0.556,20,28,15,18,5,13,26,2
shumaira mheuka,chelsea,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
nikola milenkovic,nottham forest,Premier-League,2024-2025,36,13,2,0.794,27,29,27,41,24,17,209,1
lewis miley,newcastle utd,Premier-League,2024-2025,5,7,2,0.5,7,11,2,5,1,4,5,2
james milner,brighton,Premier-League,2024-2025,1,3,1,1.0,3,2,2,4,2,2,2,1
tyrone mings,aston villa,Premier-League,2024-2025,6,1,0,1.0,2,6,7,13,11,2,61,1
yankuba minteh,brighton,Premier-League,2024-2025,25,13,10,0.3779999999999999,17,35,11,22,0,22,31,0
tyrick mitchell,crystal palace,Premier-League,2024-2025,57,27,7,0.5429999999999999,25,55,19,68,12,56,108,2
kaoru mitoma,brighton,Premier-League,2024-2025,15,14,16,0.3879999999999999,19,27,14,48,3,45,10,0
jakub moder,brighton,Premier-League,2024-2025,1,0,0,0.0,0,0,0,0,0,0,3,0
jeremy monga,leicester city,Premier-League,2024-2025,0,1,1,1.0,1,1,0,3,2,1,1,0
mikey moore,tottenham,Premier-League,2024-2025,2,0,0,0.0,0,1,1,2,0,2,4,0
morato,nottham forest,Premier-League,2024-2025,18,3,1,0.619,13,14,10,14,5,9,78,2
alex moreno,nottham forest,Premier-League,2024-2025,20,5,0,0.385,15,18,15,11,5,6,43,0
sam morsy,ipswich town,Premier-League,2024-2025,40,24,4,0.435,27,41,29,34,13,21,47,5
yerson mosquera,wolves,Premier-League,2024-2025,9,2,0,0.643,9,7,10,13,10,3,14,0
mason mount,manchester utd,Premier-League,2024-2025,5,8,2,0.75,9,5,4,11,1,10,4,0
divin mubama,manchester city,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
mykhailo mudryk,chelsea,Premier-League,2024-2025,2,0,0,,0,2,0,3,1,2,1,0
marshall munetsi,wolves,Premier-League,2024-2025,7,11,6,0.565,13,10,6,14,1,13,18,0
rodrigo muniz,fulham,Premier-League,2024-2025,3,5,2,1.0,4,5,5,9,2,7,14,0
daniel munoz,crystal palace,Premier-League,2024-2025,57,41,25,0.5670000000000001,55,80,44,40,6,34,108,1
arijanet muric,ipswich town,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,10,5
murillo,nottham forest,Premier-League,2024-2025,38,12,3,0.5870000000000001,27,36,36,69,45,24,249,3
jacob murphy,newcastle utd,Premier-League,2024-2025,10,12,6,0.455,20,19,13,31,0,31,35,1
vitaliy mykolenko,everton,Premier-League,2024-2025,39,14,10,0.518,29,38,44,25,10,15,145,2
iliman ndiaye,everton,Premier-League,2024-2025,20,16,17,0.449,22,28,20,30,5,25,24,1
wilfred ndidi,leicester city,Premier-League,2024-2025,45,32,8,0.492,30,51,31,47,19,28,80,0
kosta nedeljkovic,aston villa,Premier-League,2024-2025,1,3,3,0.667,2,5,0,1,0,1,3,0
reiss nelson,arsenal,Premier-League,2024-2025,0,1,0,0.0,0,0,0,0,0,0,1,0
reiss nelson,fulham,Premier-League,2024-2025,3,3,2,0.385,5,6,5,11,0,11,2,0
neto,bournemouth,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,1,1
pedro neto,chelsea,Premier-League,2024-2025,9,9,5,0.429,9,9,9,14,2,12,6,0
eddie nketiah,crystal palace,Premier-League,2024-2025,7,4,4,0.5379999999999999,7,8,3,10,1,9,12,0
christopher nkunku,chelsea,Premier-League,2024-2025,3,4,5,0.75,6,8,7,9,2,7,10,0
gustavo nunes,brentford,Premier-League,2024-2025,2,0,1,1.0,2,2,0,0,0,0,2,0
matheus nunes,manchester city,Premier-League,2024-2025,15,14,6,0.421,16,22,15,17,4,13,38,2
darwin nunez,liverpool,Premier-League,2024-2025,11,4,6,0.389,7,18,4,6,0,6,12,0
ethan nwaneri,arsenal,Premier-League,2024-2025,4,4,3,0.3329999999999999,7,7,2,8,2,6,4,1
christian nrgaard,brentford,Premier-League,2024-2025,37,35,7,0.593,48,49,49,52,20,32,70,1
jake obrien,everton,Premier-League,2024-2025,21,5,0,0.68,17,17,4,17,4,13,93,0
matt oriley,brighton,Premier-League,2024-2025,4,8,4,0.308,4,9,13,7,3,4,9,1
dara oshea,ipswich town,Premier-League,2024-2025,33,13,3,0.647,22,31,33,62,50,12,225,4
chidozie obimartin,manchester utd,Premier-League,2024-2025,0,0,2,1.0,2,1,0,0,0,0,1,0
wilson odobert,tottenham,Premier-League,2024-2025,5,4,5,0.5710000000000001,8,5,4,6,0,6,5,1
chiedozie ogbene,ipswich town,Premier-League,2024-2025,1,2,4,0.5,2,3,1,1,0,1,3,0
caleb okoli,leicester city,Premier-League,2024-2025,8,15,2,0.611,11,14,15,24,14,10,79,3
robin olsen,aston villa,Premier-League,2024-2025,1,0,0,1.0,1,0,0,0,0,0,2,1
amadou onana,aston villa,Premier-League,2024-2025,23,26,6,0.552,16,30,26,16,7,9,41,3
andre onana,manchester utd,Premier-League,2024-2025,2,0,0,0.5,2,2,0,0,0,0,11,4
paul onuachu,southampton,Premier-League,2024-2025,1,5,1,0.429,3,2,1,7,2,5,16,1
frank onyeka,brentford,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
lewis orford,west ham,Premier-League,2024-2025,0,0,0,,0,0,1,1,0,1,0,0
stefan ortega,manchester city,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,11,1
william osula,newcastle utd,Premier-League,2024-2025,1,0,1,0.0,0,0,4,0,0,0,2,0
dango ouattara,bournemouth,Premier-League,2024-2025,14,11,10,0.415,17,26,11,36,10,26,51,0
nico oreilly,manchester city,Premier-League,2024-2025,3,3,3,0.5,4,4,4,5,1,4,12,0
alex palmer,ipswich town,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,12,0
cole palmer,chelsea,Premier-League,2024-2025,12,10,12,0.444,12,20,11,16,1,15,20,1
emerson palmieri,west ham,Premier-League,2024-2025,37,18,5,0.563,27,31,21,32,8,24,59,0
lucas paqueta,west ham,Premier-League,2024-2025,25,30,11,0.491,27,37,18,29,4,25,37,6
thomas partey,arsenal,Premier-League,2024-2025,26,39,24,0.605,46,53,35,29,9,20,49,4
nathan patterson,everton,Premier-League,2024-2025,7,4,0,0.5,7,6,2,2,0,2,7,0
andreas pereira,fulham,Premier-League,2024-2025,8,11,5,0.238,10,13,8,17,2,15,17,3
ricardo pereira,leicester city,Premier-League,2024-2025,4,6,3,0.5,7,8,4,8,3,5,11,0
kalvin phillips,ipswich town,Premier-League,2024-2025,8,20,7,0.385,15,19,19,35,6,29,37,2
jaden philogene bidace,aston villa,Premier-League,2024-2025,4,7,0,0.667,4,5,3,5,0,5,2,1
jaden philogene bidace,ipswich town,Premier-League,2024-2025,6,6,2,0.5329999999999999,8,7,10,11,1,10,9,1
jordan pickford,everton,Premier-League,2024-2025,1,0,0,0.5,1,0,1,0,0,0,30,2
ethan pinnock,brentford,Premier-League,2024-2025,15,16,4,0.542,13,19,24,29,18,11,142,4
daniel podence,wolves,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,0,0
alfie pond,wolves,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
nick pope,newcastle utd,Premier-League,2024-2025,0,0,0,,0,0,1,1,0,1,32,5
pedro porro,tottenham,Premier-League,2024-2025,34,22,10,0.5710000000000001,44,49,36,44,17,27,84,2
jarell quansah,liverpool,Premier-League,2024-2025,8,4,0,0.7,7,8,7,10,7,3,28,1
hakon rafn valdimarsson,brentford,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,2,0
aaron ramsdale,southampton,Premier-League,2024-2025,0,0,0,0.0,0,0,2,0,0,0,10,3
jacob ramsey,aston villa,Premier-League,2024-2025,14,10,6,0.5,10,15,8,23,4,19,8,1
marcus rashford,manchester utd,Premier-League,2024-2025,2,2,3,0.3329999999999999,3,4,4,8,0,8,7,0
marcus rashford,aston villa,Premier-League,2024-2025,2,3,5,0.667,4,7,1,2,0,2,3,0
david raya,arsenal,Premier-League,2024-2025,0,0,0,0.0,0,0,2,0,0,0,21,9
harrison reed,fulham,Premier-League,2024-2025,3,2,1,0.3329999999999999,1,3,1,1,0,1,3,0
remy reesdottin,bournemouth,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
sergio reguilon,tottenham,Premier-League,2024-2025,1,3,0,0.4,2,3,4,7,0,7,8,0
vitor reis,manchester city,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
chadi riad,crystal palace,Premier-League,2024-2025,2,2,1,0.667,2,2,2,0,0,0,0,0
declan rice,arsenal,Premier-League,2024-2025,22,25,6,0.415,17,25,25,27,13,14,51,0
chris richards,crystal palace,Premier-League,2024-2025,24,17,6,0.585,24,30,19,40,14,26,121,0
richarlison,tottenham,Premier-League,2024-2025,0,4,1,0.0,0,3,0,1,1,0,8,0
andrew robertson,liverpool,Premier-League,2024-2025,25,10,4,0.608,31,22,21,10,4,6,54,2
antonee robinson,fulham,Premier-League,2024-2025,57,31,7,0.474,45,61,62,43,9,34,133,2
jay robinson,southampton,Premier-League,2024-2025,3,0,1,1.0,1,1,0,0,0,0,1,0
rodri,manchester city,Premier-League,2024-2025,1,1,0,,0,1,1,1,0,1,1,0
guido rodriguez,west ham,Premier-League,2024-2025,21,15,0,0.515,17,19,13,23,9,14,35,1
mads roerslev,brentford,Premier-League,2024-2025,14,3,1,0.3929999999999999,11,8,4,12,5,7,35,0
morgan rogers,aston villa,Premier-League,2024-2025,15,15,13,0.511,24,22,6,26,7,19,20,2
cristian romero,tottenham,Premier-League,2024-2025,26,8,1,0.7,21,29,21,18,3,15,57,2
georginio rutter,brighton,Premier-League,2024-2025,13,18,8,0.389,14,15,10,20,3,17,13,2
jose sa,wolves,Premier-League,2024-2025,2,0,0,1.0,2,2,0,0,0,0,15,1
bukayo saka,arsenal,Premier-League,2024-2025,9,11,9,0.542,13,15,3,22,0,22,8,0
mohamed salah,liverpool,Premier-League,2024-2025,7,5,9,0.471,8,11,9,12,0,12,5,0
william saliba,arsenal,Premier-League,2024-2025,37,23,2,0.75,21,37,21,25,15,10,119,7
robert sanchez,chelsea,Premier-League,2024-2025,0,0,0,0.0,0,0,2,0,0,0,24,10
jadon sancho,chelsea,Premier-League,2024-2025,3,3,7,0.417,5,7,2,11,0,11,8,2
ibrahim sangare,nottham forest,Premier-League,2024-2025,8,17,3,0.471,8,14,6,10,4,6,13,1
pablo sarabia,wolves,Premier-League,2024-2025,4,8,4,0.625,10,8,4,10,0,10,7,1
jeremy sarmiento,brighton,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
ismaila sarr,crystal palace,Premier-League,2024-2025,10,9,3,0.32,8,10,9,27,8,19,40,0
savio,manchester city,Premier-League,2024-2025,5,10,8,0.526,10,17,6,14,2,12,9,1
oliver scarles,west ham,Premier-League,2024-2025,17,3,1,0.636,14,11,11,14,2,12,26,0
dane scarlett,tottenham,Premier-League,2024-2025,0,1,0,,0,0,0,0,0,0,1,0
kevin schade,brentford,Premier-League,2024-2025,17,10,12,0.565,13,25,5,19,4,15,34,0
fabian schar,newcastle utd,Premier-League,2024-2025,16,18,2,0.4,14,21,45,38,25,13,138,3
jeffrey schlupp,crystal palace,Premier-League,2024-2025,1,0,1,0.0,0,0,0,6,0,6,2,0
alex scott,bournemouth,Premier-League,2024-2025,11,8,8,0.452,19,14,10,17,4,13,15,0
matz sels,nottham forest,Premier-League,2024-2025,1,0,0,1.0,1,1,0,0,0,0,26,1
nelson semedo,wolves,Premier-League,2024-2025,32,21,9,0.596,34,36,23,32,10,22,104,3
antoine semenyo,bournemouth,Premier-League,2024-2025,17,25,13,0.372,16,35,11,67,9,58,39,2
marcos senesi,bournemouth,Premier-League,2024-2025,23,14,2,0.452,14,21,14,16,7,9,58,0
ryan sessegnon,fulham,Premier-League,2024-2025,11,11,5,0.45,9,13,3,13,1,12,18,0
luke shaw,manchester utd,Premier-League,2024-2025,2,2,0,1.0,2,3,2,6,1,5,7,0
zain silcottduberry,bournemouth,Premier-League,2024-2025,0,0,1,1.0,1,1,0,0,0,0,0,0
bernardo silva,manchester city,Premier-League,2024-2025,17,30,9,0.446,25,37,23,36,7,29,32,3
jota silva,nottham forest,Premier-League,2024-2025,12,13,2,0.222,6,14,12,9,1,8,17,0
eric da silva moreira,nottham forest,Premier-League,2024-2025,2,0,0,0.3329999999999999,2,2,1,0,0,0,0,0
jahmai simpsonpusey,manchester city,Premier-League,2024-2025,1,0,0,0.0,0,0,0,1,1,0,2,0
luis sinisterra,bournemouth,Premier-League,2024-2025,3,2,2,0.0,0,2,1,3,0,3,8,0
oliver skipp,leicester city,Premier-League,2024-2025,6,12,3,0.6,9,4,11,23,7,16,11,2
william smallbone,southampton,Premier-League,2024-2025,9,9,2,0.318,7,13,2,8,0,8,14,2
adam smith,bournemouth,Premier-League,2024-2025,11,7,6,0.519,14,12,15,13,5,8,49,1
emile smith rowe,fulham,Premier-League,2024-2025,7,14,10,0.3329999999999999,8,18,11,22,2,20,16,0
dominic solanke,tottenham,Premier-League,2024-2025,1,12,5,0.25,4,11,1,20,9,11,23,0
carlos soler,west ham,Premier-League,2024-2025,9,6,1,0.304,7,11,8,19,6,13,21,2
julio soler,bournemouth,Premier-League,2024-2025,1,0,0,1.0,1,1,0,1,0,1,0,0
ramon sosa,nottham forest,Premier-League,2024-2025,3,0,2,0.2,1,3,4,9,0,9,5,0
tomas soucek,west ham,Premier-League,2024-2025,20,23,3,0.591,26,21,20,41,21,20,85,1
boubakary soumare,leicester city,Premier-League,2024-2025,24,12,1,0.636,21,20,27,22,10,12,34,4
djed spence,tottenham,Premier-League,2024-2025,25,15,7,0.767,23,34,21,28,9,19,74,2
jay stansfield,fulham,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
jason steele,brighton,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
jack stephens,southampton,Premier-League,2024-2025,25,9,0,0.5670000000000001,17,20,13,20,13,7,53,2
raheem sterling,arsenal,Premier-League,2024-2025,1,3,5,0.5,5,4,1,3,0,3,4,0
ross stewart,southampton,Premier-League,2024-2025,1,1,4,0.375,3,4,1,3,0,3,7,0
jakub stolarczyk,leicester city,Premier-League,2024-2025,2,0,0,0.5,1,1,0,0,0,0,6,1
john stones,manchester city,Premier-League,2024-2025,3,2,1,1.0,5,2,4,5,3,2,19,1
jrgen strand larsen,wolves,Premier-League,2024-2025,2,3,5,0.148,4,6,6,19,4,15,29,0
yukinari sugawara,southampton,Premier-League,2024-2025,16,14,1,0.613,19,18,11,21,10,11,53,3
kamaldeen sulemana,southampton,Premier-League,2024-2025,9,5,8,0.667,10,17,6,16,4,12,9,0
crysencio summerville,west ham,Premier-League,2024-2025,2,8,3,0.3329999999999999,3,7,0,13,4,9,7,0
sammie szmodics,ipswich town,Premier-League,2024-2025,4,10,2,0.2689999999999999,7,10,6,10,2,8,14,0
dominik szoboszlai,liverpool,Premier-League,2024-2025,14,19,5,0.3779999999999999,17,20,9,39,5,34,19,2
matt targett,newcastle utd,Premier-League,2024-2025,0,0,0,0.0,0,0,1,0,0,0,1,0
james tarkowski,everton,Premier-League,2024-2025,39,22,3,0.615,24,40,41,57,42,15,213,4
marcus tavernier,bournemouth,Premier-League,2024-2025,15,19,9,0.37,10,24,5,16,3,13,11,0
charlie taylor,southampton,Premier-League,2024-2025,4,3,0,0.7140000000000001,5,5,5,8,5,3,31,1
jack taylor,ipswich town,Premier-League,2024-2025,6,11,3,0.444,12,10,9,12,3,9,24,0
mathys tel,tottenham,Premier-League,2024-2025,5,6,5,0.385,5,6,2,8,1,7,8,2
kenny tete,fulham,Premier-League,2024-2025,29,14,13,0.605,23,38,32,31,12,19,67,0
thiago,brentford,Premier-League,2024-2025,2,1,2,0.0,0,3,2,3,0,3,3,1
luke thomas,leicester city,Premier-League,2024-2025,23,5,3,0.512,21,25,21,15,6,9,49,1
youri tielemans,aston villa,Premier-League,2024-2025,32,44,8,0.5479999999999999,40,58,23,38,16,22,47,4
kieran tierney,arsenal,Premier-League,2024-2025,4,1,2,0.667,4,5,3,0,0,0,9,0
jurrien timber,arsenal,Premier-League,2024-2025,17,30,11,0.667,18,38,22,19,4,15,44,1
jeanclair todibo,west ham,Premier-League,2024-2025,30,15,2,0.722,26,28,26,25,13,12,83,3
harry toffolo,nottham forest,Premier-League,2024-2025,3,1,1,0.75,3,3,2,2,2,0,12,0
takehiro tomiyasu,arsenal,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
sandro tonali,newcastle utd,Premier-League,2024-2025,22,23,6,0.49,25,32,34,34,11,23,33,2
pau torres,aston villa,Premier-League,2024-2025,11,8,2,0.588,10,15,10,16,11,5,75,2
conor townsend,ipswich town,Premier-League,2024-2025,9,2,0,0.727,8,8,4,8,6,2,16,0
adama traore,fulham,Premier-League,2024-2025,9,6,5,0.385,5,13,1,7,0,7,6,4
boubacar traore,wolves,Premier-League,2024-2025,0,2,0,1.0,1,0,0,0,0,0,0,0
mark travers,bournemouth,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,5,0
ryan trevitt,brentford,Premier-League,2024-2025,1,0,0,,0,1,0,0,0,0,0,0
kieran trippier,newcastle utd,Premier-League,2024-2025,18,14,6,0.611,22,21,12,11,3,8,49,0
leandro trossard,arsenal,Premier-League,2024-2025,6,16,9,0.353,12,20,9,32,0,32,18,0
kostas tsimikas,liverpool,Premier-League,2024-2025,15,11,5,0.609,14,20,11,5,2,3,20,0
axel tuanzebe,ipswich town,Premier-League,2024-2025,21,4,6,0.654,17,19,23,21,10,11,56,1
destiny udogie,tottenham,Premier-League,2024-2025,42,26,7,0.688,33,47,22,40,6,34,36,1
manuel ugarte ribeiro,manchester utd,Premier-League,2024-2025,34,34,9,0.441,30,49,27,33,4,29,17,2
lesley ugochukwu,southampton,Premier-League,2024-2025,16,30,4,0.5,18,24,14,27,10,17,23,2
enes unal,bournemouth,Premier-League,2024-2025,0,0,1,0.0,0,0,0,1,0,1,6,0
virgil van dijk,liverpool,Premier-League,2024-2025,17,19,2,0.591,13,20,56,27,16,11,190,4
jamie vardy,leicester city,Premier-League,2024-2025,7,7,5,0.308,4,13,5,8,4,4,24,0
renato veiga,chelsea,Premier-League,2024-2025,6,3,0,0.3329999999999999,4,6,1,3,1,2,2,0
joel veltman,brighton,Premier-League,2024-2025,24,16,3,0.596,31,29,19,22,7,15,66,0
micky van de ven,tottenham,Premier-League,2024-2025,5,4,1,0.5710000000000001,8,6,10,12,8,4,39,1
bart verbruggen,brighton,Premier-League,2024-2025,0,0,0,0.0,0,0,0,1,0,1,29,5
jannik vestergaard,leicester city,Premier-League,2024-2025,16,6,0,0.6,9,10,16,21,14,7,74,1
guglielmo vicario,tottenham,Premier-League,2024-2025,0,0,0,,0,0,1,0,0,0,14,6
carlos vinicius,fulham,Premier-League,2024-2025,0,0,0,0.0,0,0,0,1,0,1,0,0
kyle walker,manchester city,Premier-League,2024-2025,7,7,3,0.5379999999999999,14,10,3,13,4,9,13,1
kyle walkerpeters,southampton,Premier-League,2024-2025,22,15,7,0.457,16,29,19,27,15,12,90,1
christian walton,ipswich town,Premier-League,2024-2025,0,0,0,0.0,0,0,0,0,0,0,2,1
aaron wanbissaka,west ham,Premier-League,2024-2025,33,32,5,0.7190000000000001,23,49,66,37,11,26,125,0
danny ward,leicester city,Premier-League,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
joel ward,crystal palace,Premier-League,2024-2025,0,2,0,,0,0,0,0,0,0,3,0
james wardprowse,west ham,Premier-League,2024-2025,8,8,4,0.368,7,14,8,6,3,3,15,0
james wardprowse,nottham forest,Premier-League,2024-2025,1,3,0,1.0,2,1,5,3,2,1,8,0
ollie watkins,aston villa,Premier-League,2024-2025,0,6,4,0.273,3,7,8,11,3,8,15,2
adam webster,brighton,Premier-League,2024-2025,5,4,1,0.429,6,6,20,16,9,7,41,2
danny welbeck,brighton,Premier-League,2024-2025,6,15,5,0.4,8,16,5,19,4,15,14,0
welington,southampton,Premier-League,2024-2025,15,5,1,0.632,12,9,7,5,1,4,36,0
timo werner,tottenham,Premier-League,2024-2025,3,3,0,0.231,3,4,1,10,1,9,7,0
adam wharton,crystal palace,Premier-League,2024-2025,14,16,4,0.386,17,14,20,11,2,9,27,0
ben white,arsenal,Premier-League,2024-2025,10,4,6,0.421,16,14,16,10,8,2,44,0
mats wieffer,brighton,Premier-League,2024-2025,27,27,4,0.6809999999999999,32,34,17,18,2,16,28,3
neco williams,nottham forest,Premier-League,2024-2025,63,19,8,0.616,53,57,31,42,10,32,137,3
willian,fulham,Premier-League,2024-2025,0,3,1,0.3329999999999999,2,2,1,0,0,0,1,0
joe willock,newcastle utd,Premier-League,2024-2025,15,12,3,0.581,18,17,6,24,6,18,7,0
callum wilson,newcastle utd,Premier-League,2024-2025,0,1,1,0.0,0,2,1,2,0,2,1,0
harry wilson,fulham,Premier-League,2024-2025,13,3,4,0.667,12,14,7,15,1,14,10,1
harry winks,leicester city,Premier-League,2024-2025,12,10,2,0.433,13,11,9,19,7,12,20,0
ben winterburn,bournemouth,Premier-League,2024-2025,0,0,0,0.0,0,0,2,0,0,0,0,0
yoane wissa,brentford,Premier-League,2024-2025,6,8,8,0.407,11,12,8,29,8,21,21,3
chris wood,nottham forest,Premier-League,2024-2025,2,2,2,0.273,3,5,5,12,7,5,29,1
nathan woodgordon,southampton,Premier-League,2024-2025,8,5,1,0.727,8,8,5,9,6,3,39,2
luke woolfenden,ipswich town,Premier-League,2024-2025,5,4,0,0.4,2,6,19,21,14,7,76,0
yehor yarmoliuk,brentford,Premier-League,2024-2025,21,21,7,0.509,28,28,13,26,9,17,33,0
ryan yates,nottham forest,Premier-League,2024-2025,24,14,4,0.4589999999999999,17,21,26,38,10,28,61,1
