Player,Squad,Liga,Season,Fls,Off,Crosses,Recov,Aerialwon%
teun koopmeiners,Juventus,Serie-A,2024-2025,32,3,113,51,0.5
odilon kossounou,Atalanta,Serie-A,2024-2025,15,1,3,62,0.575
christian kouame,Fiorentina,Serie-A,2024-2025,13,2,6,20,0.604
christian kouame,Empoli,Serie-A,2024-2025,7,2,2,18,0.667
viktor kovalenko,Empoli,Serie-A,2024-2025,2,0,1,3,0.5
mateusz kowalski,Parma,Serie-A,2024-2025,1,0,0,0,0.0
thomas kristensen,Udinese,Serie-A,2024-2025,31,1,10,63,0.6559999999999999
nikola krstovic,Lecce,Serie-A,2024-2025,57,20,8,72,0.41600000000000004
khvicha kvaratskhelia,Napoli,Serie-A,2024-2025,12,0,51,45,0.444
giorgos kyriakopoulos,Monza,Serie-A,2024-2025,24,6,170,94,0.441
mathis lambourde,Hellas Verona,Serie-A,2024-2025,4,0,1,3,0.33299999999999996
gianluca lapadula,Cagliari,Serie-A,2024-2025,9,1,3,5,0.579
valentino lazaro,Torino,Serie-A,2024-2025,30,2,145,94,0.39
darko lazovic,Hellas Verona,Serie-A,2024-2025,9,4,70,59,0.409
manuel lazzari,Lazio,Serie-A,2024-2025,12,1,97,50,0.278
enzo le fee,Roma,Serie-A,2024-2025,6,0,7,22,0.33299999999999996
nicola leali,Genoa,Serie-A,2024-2025,1,0,0,30,1.0
rafael leao,Milan,Serie-A,2024-2025,19,7,55,66,0.565
stefan lekovic,Monza,Serie-A,2024-2025,5,0,0,18,0.5
nunzio lella,Venezia,Serie-A,2024-2025,1,0,0,0,
giovanni leoni,Parma,Serie-A,2024-2025,11,0,3,34,0.63
ben lhassine kone,Como,Serie-A,2024-2025,1,0,0,7,0.0
mattia liberali,Milan,Serie-A,2024-2025,1,0,2,4,1.0
karol linetty,Torino,Serie-A,2024-2025,39,0,4,63,0.364
dailon livramento,Hellas Verona,Serie-A,2024-2025,21,8,18,21,0.386
stanislav lobotka,Napoli,Serie-A,2024-2025,24,0,2,166,0.5
manuel locatelli,Juventus,Serie-A,2024-2025,46,1,24,141,0.614
ruben loftuscheek,Milan,Serie-A,2024-2025,23,0,7,48,0.621
ademola lookman,Atalanta,Serie-A,2024-2025,31,26,124,69,0.5670000000000001
sandi lovric,Udinese,Serie-A,2024-2025,54,0,90,118,0.055999999999999994
lorenzo lucca,Udinese,Serie-A,2024-2025,65,16,5,44,0.465
jhon lucumi,Bologna,Serie-A,2024-2025,22,0,4,176,0.5
jose luis palomino,Cagliari,Serie-A,2024-2025,11,0,0,50,0.5710000000000001
douglas luiz,Juventus,Serie-A,2024-2025,14,0,26,31,0.556
romelu lukaku,Napoli,Serie-A,2024-2025,47,24,4,34,0.429
sebastiano luperto,Cagliari,Serie-A,2024-2025,23,1,8,139,0.53
zito luvumbo,Cagliari,Serie-A,2024-2025,38,11,65,50,0.261
charalampos lykogiannis,Bologna,Serie-A,2024-2025,10,2,106,35,0.667
mathias lvik,Parma,Serie-A,2024-2025,2,0,3,2,0.5
giangiacomo magnani,Hellas Verona,Serie-A,2024-2025,8,0,2,38,0.617
mike maignan,Milan,Serie-A,2024-2025,1,0,0,67,1.0
antoine makoumbou,Cagliari,Serie-A,2024-2025,27,0,7,109,0.182
daniel maldini,Monza,Serie-A,2024-2025,15,2,38,52,0.449
daniel maldini,Atalanta,Serie-A,2024-2025,3,1,5,8,0.615
youssef maleh,Empoli,Serie-A,2024-2025,32,1,16,96,0.33299999999999996
ruslan malinovskyi,Genoa,Serie-A,2024-2025,9,0,3,16,0.5379999999999999
dennis man,Parma,Serie-A,2024-2025,8,4,33,72,0.34600000000000003
gianluca mancini,Roma,Serie-A,2024-2025,49,6,33,99,0.638
christos mandas,Lazio,Serie-A,2024-2025,0,0,0,18,0.857
rolando mandragora,Fiorentina,Serie-A,2024-2025,21,2,40,61,0.467
alberto manzoni,Atalanta,Serie-A,2024-2025,1,0,0,0,1.0
alessandro marcandalli,Genoa,Serie-A,2024-2025,0,0,0,3,1.0
alessandro marcandalli,Venezia,Serie-A,2024-2025,9,0,0,16,0.5
filip marchwinski,Lecce,Serie-A,2024-2025,0,0,0,1,
pablo mari,Monza,Serie-A,2024-2025,27,0,1,59,0.6559999999999999
pablo mari,Fiorentina,Serie-A,2024-2025,14,0,0,39,0.721
luca marianucci,Empoli,Serie-A,2024-2025,11,0,7,43,0.45899999999999996
mirko maric,Monza,Serie-A,2024-2025,2,0,2,4,0.33299999999999996
mirko maric,Venezia,Serie-A,2024-2025,3,3,3,11,0.371
rafa marin,Napoli,Serie-A,2024-2025,2,0,0,4,0.5
razvan marin,Cagliari,Serie-A,2024-2025,25,0,77,70,0.34600000000000003
guillermo maripan,Torino,Serie-A,2024-2025,29,1,2,90,0.605
aaron martin,Genoa,Serie-A,2024-2025,38,4,256,146,0.377
josep martinez,Inter,Serie-A,2024-2025,0,0,0,4,1.0
lautaro martinez,Inter,Serie-A,2024-2025,41,22,13,73,0.479
lucas martinez quarta,Fiorentina,Serie-A,2024-2025,8,0,0,13,0.545
kevin martins,Monza,Serie-A,2024-2025,3,0,6,12,0.667
adam marusic,Lazio,Serie-A,2024-2025,20,2,54,83,0.527
adam masina,Torino,Serie-A,2024-2025,23,2,14,88,0.742
patrizio masini,Genoa,Serie-A,2024-2025,36,0,26,87,0.5379999999999999
alan matturro,Genoa,Serie-A,2024-2025,10,2,8,26,0.5
andrea mazza,Monza,Serie-A,2024-2025,0,0,0,0,
luca mazzitelli,Como,Serie-A,2024-2025,9,0,12,14,0.25
pasquale mazzocchi,Napoli,Serie-A,2024-2025,9,1,13,31,0.385
samuel mbangula,Juventus,Serie-A,2024-2025,6,0,17,33,0.222
weston mckennie,Juventus,Serie-A,2024-2025,32,1,19,104,0.5379999999999999
scott mctominay,Napoli,Serie-A,2024-2025,45,5,11,143,0.569
filippo melegoni,Genoa,Serie-A,2024-2025,0,0,2,2,1.0
alex meret,Napoli,Serie-A,2024-2025,1,0,0,61,1.0
junior messias,Genoa,Serie-A,2024-2025,8,0,22,39,0.35
valentin mihaila,Parma,Serie-A,2024-2025,17,1,33,39,0.325
vanja milinkovicsavic,Torino,Serie-A,2024-2025,1,0,0,51,0.846
yerry mina,Cagliari,Serie-A,2024-2025,40,2,1,158,0.653
juan miranda,Bologna,Serie-A,2024-2025,26,2,211,97,0.522
fabio miretti,Genoa,Serie-A,2024-2025,23,2,61,85,0.324
henrikh mkhitaryan,Inter,Serie-A,2024-2025,33,5,24,131,0.639
rui modesto,Udinese,Serie-A,2024-2025,10,1,26,26,0.41700000000000004
lorenzo montipo,Hellas Verona,Serie-A,2024-2025,0,0,0,28,0.875
alvaro morata,Milan,Serie-A,2024-2025,25,11,13,31,0.41200000000000003
alberto moreno,Como,Serie-A,2024-2025,17,1,49,74,0.355
matias moreno,Fiorentina,Serie-A,2024-2025,4,0,2,5,0.429
tete morente,Lecce,Serie-A,2024-2025,26,0,56,104,0.617
nikola moro,Bologna,Serie-A,2024-2025,22,0,33,73,0.515
daniel mosquera,Hellas Verona,Serie-A,2024-2025,44,8,2,54,0.47
dany mota,Monza,Serie-A,2024-2025,30,7,38,61,0.45799999999999996
bob murphy omoregbe,Milan,Serie-A,2024-2025,1,0,1,0,
yunus musah,Milan,Serie-A,2024-2025,36,1,24,60,0.364
juan musso,Atalanta,Serie-A,2024-2025,0,0,0,1,
kingstone mutandwa,Cagliari,Serie-A,2024-2025,7,0,1,6,0.429
obite ndicka,Roma,Serie-A,2024-2025,37,1,0,134,0.555
konan ndri,Lecce,Serie-A,2024-2025,7,0,13,7,0.25
michel ndary adopo,Cagliari,Serie-A,2024-2025,29,0,8,135,0.547
cher ndour,Fiorentina,Serie-A,2024-2025,6,0,7,20,0.5
dan ndoye,Bologna,Serie-A,2024-2025,23,13,44,89,0.4
victor nelsson,Roma,Serie-A,2024-2025,2,0,0,4,0.778
david neres,Napoli,Serie-A,2024-2025,14,4,92,52,0.231
cyril ngonge,Napoli,Serie-A,2024-2025,8,1,11,8,0.4
hans nicolussi caviglia,Venezia,Serie-A,2024-2025,50,0,72,147,0.54
oliver nielsen,Lazio,Serie-A,2024-2025,2,1,0,1,0.0
eybi nije,Torino,Serie-A,2024-2025,12,2,6,12,0.414
brooke nortoncuffy,Genoa,Serie-A,2024-2025,7,0,12,26,0.429
tijjani noslin,Lazio,Serie-A,2024-2025,21,1,15,22,0.48200000000000004
adam obert,Cagliari,Serie-A,2024-2025,22,0,11,59,0.532
jens odgaard,Bologna,Serie-A,2024-2025,42,4,24,70,0.41
noah okafor,Milan,Serie-A,2024-2025,6,1,13,8,0.28600000000000003
noah okafor,Napoli,Serie-A,2024-2025,2,0,3,3,0.5
yllan okou,Hellas Verona,Serie-A,2024-2025,0,0,0,0,
maduka okoye,Udinese,Serie-A,2024-2025,0,0,0,51,1.0
mathias olivera,Napoli,Serie-A,2024-2025,28,2,22,93,0.532
jean onana,Genoa,Serie-A,2024-2025,12,0,1,13,0.375
jacob ondrejka,Parma,Serie-A,2024-2025,1,0,16,18,0.0
gaetano oristanio,Venezia,Serie-A,2024-2025,50,11,59,84,0.26899999999999996
riccardo orsolini,Bologna,Serie-A,2024-2025,27,12,70,65,0.5479999999999999
yordan osorio,Parma,Serie-A,2024-2025,5,0,0,6,0.667
sebastian otoa,Genoa,Serie-A,2024-2025,5,0,0,5,0.667
remi oudin,Lecce,Serie-A,2024-2025,2,0,23,18,0.5
cheick oumar conde,Venezia,Serie-A,2024-2025,5,0,0,13,0.7
daniel oyegoke,Hellas Verona,Serie-A,2024-2025,2,0,4,5,0.0
daniele padelli,Udinese,Serie-A,2024-2025,0,0,0,0,
simone pafundi,Udinese,Serie-A,2024-2025,1,0,14,3,0.0
tomas palacios,Monza,Serie-A,2024-2025,2,1,1,29,0.6
tomas palacios,Inter,Serie-A,2024-2025,0,0,0,2,
alberto paleari,Torino,Serie-A,2024-2025,0,0,0,2,
marco palestra,Atalanta,Serie-A,2024-2025,1,1,12,7,0.5
matteo palma,Udinese,Serie-A,2024-2025,1,0,0,1,1.0
leandro paredes,Roma,Serie-A,2024-2025,15,0,57,83,0.818
fabiano parisi,Fiorentina,Serie-A,2024-2025,17,0,14,64,0.433
mario pasalic,Atalanta,Serie-A,2024-2025,19,2,11,112,0.508
patric,Lazio,Serie-A,2024-2025,5,0,2,29,0.5379999999999999
rui patricio,Atalanta,Serie-A,2024-2025,0,0,0,7,1.0
benjamin pavard,Inter,Serie-A,2024-2025,18,2,11,46,0.556
strahinja pavlovic,Milan,Serie-A,2024-2025,20,2,10,67,0.682
leonardo pavoletti,Cagliari,Serie-A,2024-2025,25,7,0,9,0.56
martin payero,Udinese,Serie-A,2024-2025,35,0,39,75,0.512
nicolas paz,Como,Serie-A,2024-2025,47,2,41,118,0.574
marcus pedersen,Torino,Serie-A,2024-2025,16,4,56,43,0.24
pedro,Lazio,Serie-A,2024-2025,17,1,65,59,0.14300000000000002
pietro pellegri,Empoli,Serie-A,2024-2025,10,1,3,15,0.13
lorenzo pellegrini,Roma,Serie-A,2024-2025,26,4,49,61,0.33299999999999996
luca pellegrini,Lazio,Serie-A,2024-2025,18,0,89,41,0.5329999999999999
mateo pellegrino,Parma,Serie-A,2024-2025,27,0,4,20,0.527
andy pelmard,Lecce,Serie-A,2024-2025,2,0,0,4,0.0
sergiu perciun,Torino,Serie-A,2024-2025,3,0,5,10,0.0
pedro pereira,Monza,Serie-A,2024-2025,48,0,57,88,0.40299999999999997
gaston pereiro,Genoa,Serie-A,2024-2025,0,0,1,0,0.5
kike perez,Venezia,Serie-A,2024-2025,31,1,49,71,0.467
nehuen perez,Udinese,Serie-A,2024-2025,3,0,0,6,0.75
simone perilli,Hellas Verona,Serie-A,2024-2025,0,0,0,1,1.0
mattia perin,Juventus,Serie-A,2024-2025,0,0,0,6,1.0
maximo perrone,Como,Serie-A,2024-2025,26,0,4,96,0.44
matteo pessina,Monza,Serie-A,2024-2025,5,0,6,58,0.556
andrea petagna,Monza,Serie-A,2024-2025,6,4,1,7,0.292
giuseppe pezzella,Empoli,Serie-A,2024-2025,49,6,178,88,0.655
roberto piccoli,Cagliari,Serie-A,2024-2025,60,23,8,54,0.428
nicholas pierini,Venezia,Serie-A,2024-2025,1,0,3,2,0.25
santiago pierotti,Lecce,Serie-A,2024-2025,55,12,17,111,0.445
balthazar pierret,Lecce,Serie-A,2024-2025,34,0,9,93,0.45
andrea pinamonti,Genoa,Serie-A,2024-2025,21,16,17,53,0.428
nicola pintus,Cagliari,Serie-A,2024-2025,0,0,0,0,
niccolo pisilli,Roma,Serie-A,2024-2025,19,1,10,58,0.125
damian pizarro,Udinese,Serie-A,2024-2025,0,0,0,0,0.0
semuel pizzignacco,Monza,Serie-A,2024-2025,0,0,0,7,1.0
tommaso pobega,Bologna,Serie-A,2024-2025,33,0,8,45,0.467
joel pohjanpalo,Venezia,Serie-A,2024-2025,12,10,3,20,0.43799999999999994
matteo politano,Napoli,Serie-A,2024-2025,14,6,229,95,0.231
marin pongracic,Fiorentina,Serie-A,2024-2025,26,0,1,73,0.6940000000000001
stefan posch,Bologna,Serie-A,2024-2025,16,1,18,43,0.619
stefan posch,Atalanta,Serie-A,2024-2025,11,0,5,22,0.4
matteo prati,Cagliari,Serie-A,2024-2025,8,0,5,24,0.14300000000000002
ivan provedel,Lazio,Serie-A,2024-2025,0,0,0,44,0.875
diego pugno,Juventus,Serie-A,2024-2025,0,0,0,1,0.0
christian pulisic,Milan,Serie-A,2024-2025,20,3,119,94,0.20800000000000002
ionut radu,Venezia,Serie-A,2024-2025,0,0,0,20,1.0
hamza rafia,Lecce,Serie-A,2024-2025,26,0,45,62,0.278
antonio raimondo,Venezia,Serie-A,2024-2025,2,1,1,4,0.14300000000000002
ylber ramadani,Lecce,Serie-A,2024-2025,18,0,6,117,0.375
luca ranieri,Fiorentina,Serie-A,2024-2025,25,1,9,95,0.462
giacomo raspadori,Napoli,Serie-A,2024-2025,12,1,67,43,0.313
federico ravaglia,Bologna,Serie-A,2024-2025,0,0,0,16,1.0
ante rebic,Lecce,Serie-A,2024-2025,19,7,32,33,0.42200000000000004
tijjani reijnders,Milan,Serie-A,2024-2025,28,2,46,125,0.25
pepe reina,Como,Serie-A,2024-2025,1,0,0,11,1.0
devyne rensch,Roma,Serie-A,2024-2025,1,1,11,13,0.588
mateo retegui,Atalanta,Serie-A,2024-2025,32,6,15,69,0.429
samuele ricci,Torino,Serie-A,2024-2025,38,0,30,130,0.483
amir richardson,Fiorentina,Serie-A,2024-2025,31,1,5,51,0.5429999999999999
sergi roberto,Como,Serie-A,2024-2025,7,0,6,48,0.43799999999999994
alessio romagnoli,Lazio,Serie-A,2024-2025,29,2,0,96,0.6409999999999999
marten de roon,Atalanta,Serie-A,2024-2025,48,1,28,140,0.613
jonas rouhi,Juventus,Serie-A,2024-2025,4,0,3,15,0.0
nicolo rovella,Lazio,Serie-A,2024-2025,43,2,37,154,0.36700000000000005
amir rrahmani,Napoli,Serie-A,2024-2025,42,0,1,135,0.693
tommaso rubino,Fiorentina,Serie-A,2024-2025,1,0,0,2,
matteo ruggeri,Atalanta,Serie-A,2024-2025,12,2,82,124,0.605
stefano sabelli,Genoa,Serie-A,2024-2025,25,0,60,92,0.381
alexis saelemaekers,Roma,Serie-A,2024-2025,13,0,53,75,0.727
alexis saelemaekers,Milan,Serie-A,2024-2025,0,0,10,4,
richie sagrado,Venezia,Serie-A,2024-2025,2,0,0,6,1.0
marco sala,Como,Serie-A,2024-2025,5,0,9,11,0.33299999999999996
marco sala,Lecce,Serie-A,2024-2025,1,0,8,1,0.0
anass salaheddine,Roma,Serie-A,2024-2025,2,0,6,6,0.0
lazar samardzic,Atalanta,Serie-A,2024-2025,19,1,60,50,0.14800000000000002
junior sambia,Empoli,Serie-A,2024-2025,6,0,28,18,0.5
antonio sanabria,Torino,Serie-A,2024-2025,16,1,0,24,0.31
alexis sanchez,Udinese,Serie-A,2024-2025,4,4,8,17,0.14300000000000002
nicola sansone,Lecce,Serie-A,2024-2025,0,1,4,1,0.0
amin sarr,Hellas Verona,Serie-A,2024-2025,47,13,7,42,0.41700000000000004
razvan sava,Udinese,Serie-A,2024-2025,1,0,0,13,0.0
nicolo savona,Juventus,Serie-A,2024-2025,13,1,34,72,0.33299999999999996
saba sazonov,Torino,Serie-A,2024-2025,0,0,0,0,
giorgio scalvini,Atalanta,Serie-A,2024-2025,7,0,0,13,0.5710000000000001
gianluca scamacca,Atalanta,Serie-A,2024-2025,0,0,0,0,
joel schingtienne,Venezia,Serie-A,2024-2025,7,0,0,49,0.222
simone scuffet,Cagliari,Serie-A,2024-2025,0,0,0,17,0.75
simone scuffet,Napoli,Serie-A,2024-2025,0,0,0,0,1.0
jacopo seghetti,Empoli,Serie-A,2024-2025,0,0,0,0,
stefano sensi,Monza,Serie-A,2024-2025,3,0,12,16,0.4
suat serdar,Hellas Verona,Serie-A,2024-2025,33,0,9,74,0.5
stephan el shaarawy,Roma,Serie-A,2024-2025,7,5,27,48,0.20800000000000002
alen sherri,Cagliari,Serie-A,2024-2025,0,0,0,15,
eldor shomurodov,Roma,Serie-A,2024-2025,14,3,6,36,0.406
benjamin siegrist,Genoa,Serie-A,2024-2025,0,0,0,2,
marco silvestri,Empoli,Serie-A,2024-2025,0,0,0,6,1.0
giovanni simeone,Napoli,Serie-A,2024-2025,7,2,3,25,0.19
ukasz skorupski,Bologna,Serie-A,2024-2025,1,0,0,47,0.667
ivan smolcic,Como,Serie-A,2024-2025,11,0,4,27,0.524
simon sohm,Parma,Serie-A,2024-2025,19,1,15,127,0.5
ola solbakken,Empoli,Serie-A,2024-2025,8,2,7,19,0.321
oumar solet,Udinese,Serie-A,2024-2025,17,0,9,92,0.5
daniele sommariva,Genoa,Serie-A,2024-2025,0,0,0,0,1.0
yann sommer,Inter,Serie-A,2024-2025,0,0,0,46,1.0
borna sosa,Torino,Serie-A,2024-2025,12,1,51,53,0.457
riccardo sottil,Fiorentina,Serie-A,2024-2025,7,1,41,44,0.308
riccardo sottil,Milan,Serie-A,2024-2025,1,0,9,5,1.0
matias soule,Roma,Serie-A,2024-2025,12,1,88,105,0.37
leonardo spinazzola,Napoli,Serie-A,2024-2025,6,1,65,62,0.5
marco sportiello,Milan,Serie-A,2024-2025,0,0,0,1,
filip stankovic,Venezia,Serie-A,2024-2025,0,0,0,15,1.0
petar stojanovic,Empoli,Serie-A,2024-2025,0,0,0,1,
gabriel strefezza,Como,Serie-A,2024-2025,46,2,123,108,0.294
ibrahim sulemana,Atalanta,Serie-A,2024-2025,2,0,0,13,0.6920000000000001
tomas suslov,Hellas Verona,Serie-A,2024-2025,54,2,49,88,0.16699999999999998
zion suzuki,Parma,Serie-A,2024-2025,3,0,0,44,0.929
marin sverko,Venezia,Serie-A,2024-2025,9,0,2,44,0.5
mile svilar,Roma,Serie-A,2024-2025,0,0,0,53,0.857
michael svoboda,Venezia,Serie-A,2024-2025,7,0,2,71,0.556
adrien tameze,Torino,Serie-A,2024-2025,8,0,9,25,0.579
mehdi taremi,Inter,Serie-A,2024-2025,9,6,1,29,0.442
nuno tavares,Lazio,Serie-A,2024-2025,18,1,126,104,0.5
loum tchaouna,Lazio,Serie-A,2024-2025,10,0,32,18,0.161
jackson tchatchoua,Hellas Verona,Serie-A,2024-2025,26,8,118,121,0.469
casper tengstedt,Hellas Verona,Serie-A,2024-2025,6,6,10,37,0.247
filippo terracciano,Milan,Serie-A,2024-2025,11,1,3,21,0.667
pietro terracciano,Fiorentina,Serie-A,2024-2025,0,0,0,4,
florian thauvin,Udinese,Serie-A,2024-2025,10,3,168,68,0.33299999999999996
malick thiaw,Milan,Serie-A,2024-2025,24,1,3,65,0.645
morten thorsby,Genoa,Serie-A,2024-2025,53,9,9,51,0.519
khephren thuram,Juventus,Serie-A,2024-2025,36,0,13,110,0.491
marcus thuram,Inter,Serie-A,2024-2025,30,13,13,71,0.57
cheikh tidiane niasse,Hellas Verona,Serie-A,2024-2025,11,0,2,26,0.475
rafael toloi,Atalanta,Serie-A,2024-2025,6,0,2,33,0.9
fikayo tomori,Milan,Serie-A,2024-2025,10,0,6,60,0.483
luka topalovic,Inter,Serie-A,2024-2025,0,0,0,0,
lorenzo tosto,Empoli,Serie-A,2024-2025,0,0,0,0,
souleymane toure,Udinese,Serie-A,2024-2025,15,1,6,23,0.583
stefano turati,Monza,Serie-A,2024-2025,0,0,0,32,0.75
kacper urbanski,Bologna,Serie-A,2024-2025,5,0,8,16,0.2
kacper urbanski,Monza,Serie-A,2024-2025,8,0,4,23,0.316
lautaro valenti,Parma,Serie-A,2024-2025,24,0,2,48,0.5329999999999999
nicolas valentini,Hellas Verona,Serie-A,2024-2025,22,0,5,43,0.794
emanuele valeri,Parma,Serie-A,2024-2025,28,0,129,124,0.5
alex valle,Como,Serie-A,2024-2025,14,1,16,51,0.28600000000000003
mattia valoti,Monza,Serie-A,2024-2025,2,0,0,3,0.0
ignace van der brempt,Como,Serie-A,2024-2025,21,0,20,59,0.545
devis vasquez,Empoli,Serie-A,2024-2025,1,0,0,43,0.889
johan vasquez,Genoa,Serie-A,2024-2025,31,1,7,122,0.5539999999999999
matias vecino,Lazio,Serie-A,2024-2025,20,0,2,29,0.517
danilo veiga,Lecce,Serie-A,2024-2025,6,0,17,19,0.313
renato veiga,Juventus,Serie-A,2024-2025,9,1,0,38,0.711
lorenzo venturino,Genoa,Serie-A,2024-2025,3,0,10,8,0.5
simone verdi,Como,Serie-A,2024-2025,1,0,14,5,
samuele vignato,Monza,Serie-A,2024-2025,3,1,14,12,0.278
nicolas viola,Cagliari,Serie-A,2024-2025,20,8,79,52,0.467
mattia viti,Empoli,Serie-A,2024-2025,30,1,0,97,0.54
vitinha,Genoa,Serie-A,2024-2025,23,8,45,53,0.525
dusan vlahovic,Juventus,Serie-A,2024-2025,27,12,9,36,0.48100000000000004
vanja vlahovic,Atalanta,Serie-A,2024-2025,0,0,0,0,0.0
nikola vlasic,Torino,Serie-A,2024-2025,28,6,26,93,0.48200000000000004
alessandro vogliacco,Genoa,Serie-A,2024-2025,12,0,11,20,0.579
alessandro vogliacco,Parma,Serie-A,2024-2025,10,0,2,24,0.5670000000000001
mergim vojvoda,Torino,Serie-A,2024-2025,13,1,40,53,0.444
mergim vojvoda,Como,Serie-A,2024-2025,8,1,26,28,0.5
stefan de vrij,Inter,Serie-A,2024-2025,9,0,0,66,0.631
kyle walker,Milan,Serie-A,2024-2025,7,0,11,37,0.667
sebastian walukiewicz,Torino,Serie-A,2024-2025,29,1,24,52,0.39
sebastian walukiewicz,Empoli,Serie-A,2024-2025,4,0,2,6,0.625
timothy weah,Juventus,Serie-A,2024-2025,20,3,44,60,0.442
mateusz wieteska,Cagliari,Serie-A,2024-2025,4,0,0,11,0.222
john yeboah,Venezia,Serie-A,2024-2025,14,4,26,45,0.375
kenan yldz,Juventus,Serie-A,2024-2025,25,4,115,123,0.235
mattia zaccagni,Lazio,Serie-A,2024-2025,35,9,156,86,0.475
nicola zalewski,Roma,Serie-A,2024-2025,2,1,29,23,0.385
nicola zalewski,Inter,Serie-A,2024-2025,7,0,23,21,0.4
andrefrank zambo anguissa,Napoli,Serie-A,2024-2025,39,2,23,150,0.573
francesco zampano,Venezia,Serie-A,2024-2025,24,5,49,77,0.35700000000000004
nicolo zaniolo,Fiorentina,Serie-A,2024-2025,11,3,4,11,0.25
nicolo zaniolo,Atalanta,Serie-A,2024-2025,9,0,4,11,0.444
alessandro zanoli,Genoa,Serie-A,2024-2025,17,1,65,60,0.5
duvan zapata,Torino,Serie-A,2024-2025,10,2,3,15,0.41700000000000004
gabriele zappa,Cagliari,Serie-A,2024-2025,25,0,72,123,0.43799999999999994
davide zappacosta,Atalanta,Serie-A,2024-2025,19,6,95,89,0.429
oier zarraga,Udinese,Serie-A,2024-2025,12,0,20,25,0.353
jordan zemura,Udinese,Serie-A,2024-2025,22,2,39,60,0.3
alessio zerbin,Venezia,Serie-A,2024-2025,36,3,74,69,0.455
alessio zerbin,Napoli,Serie-A,2024-2025,0,0,0,0,
kevin zeroli,Monza,Serie-A,2024-2025,5,2,2,15,0.556
kevin zeroli,Milan,Serie-A,2024-2025,0,0,0,1,
piotr zielinski,Inter,Serie-A,2024-2025,9,0,28,58,0.75
nadir zortea,Cagliari,Serie-A,2024-2025,33,1,119,96,0.36200000000000004
szymon zurkowski,Empoli,Serie-A,2024-2025,2,0,0,10,
milan uric,Monza,Serie-A,2024-2025,17,5,0,13,0.725
milan uric,Parma,Serie-A,2024-2025,2,1,0,8,0.7
junior adamu,Freiburg,Bundesliga,2024-2025,38,17,5,52,0.32899999999999996
karim adeyemi,Dortmund,Bundesliga,2024-2025,27,4,26,48,0.409
amine adli,Leverkusen,Bundesliga,2024-2025,15,7,33,30,0.447
oladapo afolayan,St. Pauli,Bundesliga,2024-2025,21,9,53,72,0.297
felix agu,Werder Bremen,Bundesliga,2024-2025,11,4,49,67,0.41200000000000003
erik ahlstrand,St. Pauli,Bundesliga,2024-2025,0,1,0,0,0.0
kevin akpoguma,Hoffenheim,Bundesliga,2024-2025,25,1,12,107,0.505
andreas albers,St. Pauli,Bundesliga,2024-2025,3,0,0,3,0.455
ben alexander voll,St. Pauli,Bundesliga,2024-2025,0,0,0,0,
skelly alvero,Werder Bremen,Bundesliga,2024-2025,7,0,0,13,0.625
aurele amenda,Eint Frankfurt,Bundesliga,2024-2025,3,0,0,2,0.727
nadiem amiri,Mainz 05,Bundesliga,2024-2025,44,2,166,207,0.485
mohamed amoura,Wolfsburg,Bundesliga,2024-2025,30,24,35,92,0.297
robert andrich,Leverkusen,Bundesliga,2024-2025,29,0,12,73,0.636
waldemar anton,Dortmund,Bundesliga,2024-2025,20,1,24,122,0.63
maximilian arnold,Wolfsburg,Bundesliga,2024-2025,30,0,152,154,0.37799999999999995
jannfiete arp,Holstein Kiel,Bundesliga,2024-2025,20,2,24,21,0.133
arthur,Leverkusen,Bundesliga,2024-2025,20,0,16,31,0.455
noah atubolu,Freiburg,Bundesliga,2024-2025,0,0,0,53,0.909
ayman azhil,Dortmund,Bundesliga,2024-2025,2,1,0,2,
adam aznou,Bayern Munich,Bundesliga,2024-2025,0,0,1,1,0.0
aliou badara balde,Bochum,Bundesliga,2024-2025,1,2,4,3,0.0
ridle baku,Wolfsburg,Bundesliga,2024-2025,13,1,37,68,0.23800000000000002
ridle baku,RB Leipzig,Bundesliga,2024-2025,13,3,34,45,0.37
samuel bamba,Bochum,Bundesliga,2024-2025,0,1,5,2,0.33299999999999996
noahkai banks,Augsburg,Bundesliga,2024-2025,2,0,2,13,0.5
scott banks,St. Pauli,Bundesliga,2024-2025,2,0,5,4,0.14300000000000002
aymen barkok,Mainz 05,Bundesliga,2024-2025,2,0,5,4,0.28600000000000003
michy batshuayi,Eint Frankfurt,Bundesliga,2024-2025,6,4,1,10,0.273
maximilian bauer,Augsburg,Bundesliga,2024-2025,7,0,4,20,0.613
oliver baumann,Hoffenheim,Bundesliga,2024-2025,0,0,0,53,1.0
christoph baumgartner,RB Leipzig,Bundesliga,2024-2025,44,4,14,86,0.513
ihlas bebou,Hoffenheim,Bundesliga,2024-2025,0,0,0,0,
adrian beck,Heidenheim,Bundesliga,2024-2025,16,2,32,131,0.5920000000000001
timo becker,Holstein Kiel,Bundesliga,2024-2025,9,0,22,98,0.449
hannes behrens,Hoffenheim,Bundesliga,2024-2025,0,0,0,3,1.0
kevin behrens,Wolfsburg,Bundesliga,2024-2025,4,1,0,9,0.467
maximilian beier,Dortmund,Bundesliga,2024-2025,17,9,16,49,0.535
stefan bell,Mainz 05,Bundesliga,2024-2025,24,3,0,65,0.6920000000000001
jeanuel belocian,Leverkusen,Bundesliga,2024-2025,1,0,0,2,0.33299999999999996
