Player,Squad,Liga,Season,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle
federico ravaglia,Bologna,Serie-A,2024-2025,480,8,0,0,488,2,1.0,0,0.0,960,0,0,0,0
ante rebic,Lecce,Serie-A,2024-2025,40,184,210,43,429,30,0.267,17,0.5670000000000001,449,9,7,39,14
tijjani reijnders,Milan,Serie-A,2024-2025,280,950,651,82,1863,71,0.507,29,0.408,4203,99,29,36,32
pepe reina,Como,Serie-A,2024-2025,380,1,0,0,381,1,0.0,0,0.0,757,0,0,0,0
devyne rensch,Roma,Serie-A,2024-2025,86,157,76,8,319,3,0.0,1,0.33299999999999996,226,6,1,5,2
mateo retegui,Atalanta,Serie-A,2024-2025,30,378,474,173,869,30,0.4,12,0.4,472,12,11,96,48
samuele ricci,Torino,Serie-A,2024-2025,337,975,294,19,1589,22,0.273,13,0.591,2648,38,6,35,18
amir richardson,Fiorentina,Serie-A,2024-2025,152,439,160,18,748,19,0.579,6,0.316,1033,20,2,19,10
sergi roberto,Como,Serie-A,2024-2025,114,348,123,9,582,10,0.3,6,0.6,775,13,2,14,5
alessio romagnoli,Lazio,Serie-A,2024-2025,923,1045,83,41,2042,3,0.33299999999999996,2,0.667,1826,6,0,6,1
marten de roon,Atalanta,Serie-A,2024-2025,615,1479,463,19,2538,13,0.462,6,0.462,3579,51,1,24,9
jonas rouhi,Juventus,Serie-A,2024-2025,63,97,33,2,192,5,0.4,3,0.6,158,2,0,5,5
nicolo rovella,Lazio,Serie-A,2024-2025,589,1458,335,16,2354,25,0.72,6,0.24,3837,49,2,22,14
amir rrahmani,Napoli,Serie-A,2024-2025,1355,1687,118,34,3152,6,0.667,2,0.33299999999999996,5052,19,0,9,6
tommaso rubino,Fiorentina,Serie-A,2024-2025,1,2,0,0,3,0,,0,,4,0,0,0,0
matteo ruggeri,Atalanta,Serie-A,2024-2025,384,634,471,13,1479,11,0.545,4,0.364,2046,34,0,13,4
stefano sabelli,Genoa,Serie-A,2024-2025,507,676,252,10,1428,13,0.308,5,0.385,1836,23,1,22,4
alexis saelemaekers,Roma,Serie-A,2024-2025,149,390,417,47,945,52,0.423,27,0.519,1499,32,14,39,14
alexis saelemaekers,Milan,Serie-A,2024-2025,9,34,38,2,81,0,,0,,234,4,1,1,0
richie sagrado,Venezia,Serie-A,2024-2025,16,20,11,0,46,0,,0,,55,0,0,3,0
marco sala,Como,Serie-A,2024-2025,54,69,51,1,173,2,0.5,0,0.0,311,10,1,1,1
marco sala,Lecce,Serie-A,2024-2025,11,25,16,0,52,0,,0,,137,0,0,0,0
anass salaheddine,Roma,Serie-A,2024-2025,25,45,49,4,117,3,0.0,3,1.0,283,5,2,2,1
lazar samardzic,Atalanta,Serie-A,2024-2025,61,353,459,54,867,60,0.45,32,0.5329999999999999,1652,40,21,36,19
junior sambia,Empoli,Serie-A,2024-2025,25,126,95,8,244,19,0.368,8,0.42100000000000004,232,6,1,8,6
antonio sanabria,Torino,Serie-A,2024-2025,43,199,140,34,376,11,0.545,5,0.455,220,6,1,32,23
alexis sanchez,Udinese,Serie-A,2024-2025,16,97,101,14,211,7,0.5710000000000001,2,0.28600000000000003,145,4,0,17,8
nicola sansone,Lecce,Serie-A,2024-2025,4,10,15,3,29,1,0.0,1,1.0,7,1,0,1,1
amin sarr,Hellas Verona,Serie-A,2024-2025,54,302,328,58,681,33,0.424,18,0.545,712,13,11,57,26
razvan sava,Udinese,Serie-A,2024-2025,423,0,0,0,423,0,,0,,698,0,0,1,0
nicolo savona,Juventus,Serie-A,2024-2025,438,597,199,15,1227,11,0.545,5,0.455,1691,26,0,9,4
saba sazonov,Torino,Serie-A,2024-2025,1,0,0,0,1,0,,0,,0,0,0,0,0
giorgio scalvini,Atalanta,Serie-A,2024-2025,87,116,29,4,228,7,0.7140000000000001,2,0.28600000000000003,380,1,0,2,0
gianluca scamacca,Atalanta,Serie-A,2024-2025,0,1,1,1,2,0,,0,,0,0,0,0,0
joel schingtienne,Venezia,Serie-A,2024-2025,270,288,60,4,611,9,0.556,4,0.444,669,6,0,16,5
simone scuffet,Cagliari,Serie-A,2024-2025,438,4,0,0,442,0,,0,,641,0,0,0,0
simone scuffet,Napoli,Serie-A,2024-2025,46,0,0,0,46,0,,0,,51,0,0,0,0
jacopo seghetti,Empoli,Serie-A,2024-2025,24,0,0,0,24,0,,0,,44,0,0,0,0
stefano sensi,Monza,Serie-A,2024-2025,75,201,57,1,328,7,0.7140000000000001,1,0.14300000000000002,588,5,0,1,3
suat serdar,Hellas Verona,Serie-A,2024-2025,122,383,164,30,660,37,0.514,15,0.405,750,20,3,24,15
stephan el shaarawy,Roma,Serie-A,2024-2025,91,254,305,45,635,38,0.447,14,0.368,1222,37,12,22,10
alen sherri,Cagliari,Serie-A,2024-2025,242,3,0,0,244,0,,0,,299,0,0,0,0
eldor shomurodov,Roma,Serie-A,2024-2025,33,182,236,52,446,28,0.28600000000000003,19,0.679,515,17,9,49,19
benjamin siegrist,Genoa,Serie-A,2024-2025,79,0,0,0,79,0,,0,,162,0,0,0,0
marco silvestri,Empoli,Serie-A,2024-2025,162,0,0,0,162,0,,0,,359,0,0,0,0
giovanni simeone,Napoli,Serie-A,2024-2025,20,84,95,22,194,12,0.5,6,0.5,285,9,3,21,14
ukasz skorupski,Bologna,Serie-A,2024-2025,1146,9,0,0,1155,1,1.0,0,0.0,1920,0,0,0,0
ivan smolcic,Como,Serie-A,2024-2025,184,224,70,10,475,2,0.0,2,1.0,306,5,0,8,3
simon sohm,Parma,Serie-A,2024-2025,262,900,326,45,1467,35,0.429,13,0.371,2968,55,12,33,23
ola solbakken,Empoli,Serie-A,2024-2025,32,139,98,15,263,15,0.467,8,0.5329999999999999,419,10,6,15,8
oumar solet,Udinese,Serie-A,2024-2025,609,632,101,15,1325,31,0.8059999999999999,5,0.161,2186,14,2,17,11
daniele sommariva,Genoa,Serie-A,2024-2025,18,0,0,0,18,0,,0,,24,0,0,0,0
yann sommer,Inter,Serie-A,2024-2025,1383,6,0,0,1388,0,,0,,2214,0,0,0,0
borna sosa,Torino,Serie-A,2024-2025,222,372,193,14,781,7,0.429,2,0.28600000000000003,866,15,1,9,1
riccardo sottil,Fiorentina,Serie-A,2024-2025,35,118,217,41,356,27,0.40700000000000003,9,0.33299999999999996,1868,31,27,21,8
riccardo sottil,Milan,Serie-A,2024-2025,10,20,33,6,63,4,0.25,2,0.5,214,5,3,3,1
matias soule,Roma,Serie-A,2024-2025,137,472,673,73,1271,108,0.324,54,0.5,2444,56,32,56,32
leonardo spinazzola,Napoli,Serie-A,2024-2025,244,472,344,38,1051,64,0.43799999999999994,29,0.45299999999999996,2504,64,24,17,18
marco sportiello,Milan,Serie-A,2024-2025,62,1,0,0,63,0,,0,,117,0,0,0,0
filip stankovic,Venezia,Serie-A,2024-2025,561,5,0,0,566,0,,0,,1156,0,0,0,0
petar stojanovic,Empoli,Serie-A,2024-2025,2,1,0,0,3,0,,0,,1,0,0,0,0
gabriel strefezza,Como,Serie-A,2024-2025,197,595,704,93,1483,82,0.439,33,0.402,2707,42,33,49,53
ibrahim sulemana,Atalanta,Serie-A,2024-2025,43,137,30,1,209,4,0.25,1,0.25,421,6,0,7,3
tomas suslov,Hellas Verona,Serie-A,2024-2025,137,393,306,28,811,77,0.46799999999999997,30,0.39,1314,28,10,54,34
zion suzuki,Parma,Serie-A,2024-2025,1594,12,0,0,1605,0,,0,,3187,0,0,1,0
marin sverko,Venezia,Serie-A,2024-2025,339,331,49,3,711,10,0.6,2,0.2,958,3,0,8,4
mile svilar,Roma,Serie-A,2024-2025,1522,8,1,1,1531,0,,0,,2705,0,0,0,1
michael svoboda,Venezia,Serie-A,2024-2025,476,454,59,15,984,3,0.667,1,0.33299999999999996,1984,15,2,12,11
adrien tameze,Torino,Serie-A,2024-2025,89,180,99,13,368,15,0.267,8,0.5329999999999999,611,9,0,10,3
mehdi taremi,Inter,Serie-A,2024-2025,36,140,148,45,317,11,0.545,3,0.273,363,9,6,14,5
nuno tavares,Lazio,Serie-A,2024-2025,349,548,435,39,1302,105,0.467,43,0.41,3359,67,20,45,32
loum tchaouna,Lazio,Serie-A,2024-2025,35,133,174,33,341,10,0.5,5,0.5,516,8,8,26,6
jackson tchatchoua,Hellas Verona,Serie-A,2024-2025,370,559,494,35,1403,40,0.525,16,0.4,2400,59,18,50,15
casper tengstedt,Hellas Verona,Serie-A,2024-2025,47,199,217,58,457,27,0.33299999999999996,16,0.593,564,14,13,36,6
filippo terracciano,Milan,Serie-A,2024-2025,93,169,43,3,303,2,0.0,2,1.0,338,3,0,1,5
pietro terracciano,Fiorentina,Serie-A,2024-2025,96,0,0,0,96,0,,0,,144,0,0,0,0
florian thauvin,Udinese,Serie-A,2024-2025,105,432,537,82,1059,92,0.424,47,0.511,2388,53,34,60,38
malick thiaw,Milan,Serie-A,2024-2025,670,720,50,15,1432,4,0.75,1,0.25,2180,11,0,8,2
morten thorsby,Genoa,Serie-A,2024-2025,142,371,247,66,753,22,0.409,13,0.591,684,17,6,45,28
khephren thuram,Juventus,Serie-A,2024-2025,353,971,358,44,1661,70,0.557,28,0.4,3587,59,12,28,23
marcus thuram,Inter,Serie-A,2024-2025,71,333,439,160,830,53,0.45299999999999996,22,0.415,1468,33,36,55,29
cheikh tidiane niasse,Hellas Verona,Serie-A,2024-2025,78,201,78,9,353,7,0.14300000000000002,5,0.7140000000000001,248,2,1,14,7
rafael toloi,Atalanta,Serie-A,2024-2025,108,182,55,3,340,3,0.667,1,0.33299999999999996,444,6,0,6,3
fikayo tomori,Milan,Serie-A,2024-2025,605,604,54,7,1260,2,1.0,0,0.0,1681,9,0,9,2
luka topalovic,Inter,Serie-A,2024-2025,3,3,5,3,11,1,0.0,1,1.0,8,1,0,0,0
lorenzo tosto,Empoli,Serie-A,2024-2025,3,1,0,0,4,0,,0,,5,0,0,0,0
souleymane toure,Udinese,Serie-A,2024-2025,260,282,45,10,585,10,0.5,4,0.4,831,5,1,7,0
stefano turati,Monza,Serie-A,2024-2025,1159,7,0,0,1166,0,,0,,1980,0,0,0,0
kacper urbanski,Bologna,Serie-A,2024-2025,23,68,73,10,163,5,0.6,2,0.4,201,2,0,8,3
kacper urbanski,Monza,Serie-A,2024-2025,69,167,69,3,304,8,0.375,4,0.5,473,5,0,6,10
lautaro valenti,Parma,Serie-A,2024-2025,559,422,31,12,1011,1,0.0,1,1.0,942,2,1,9,0
nicolas valentini,Hellas Verona,Serie-A,2024-2025,314,310,35,14,654,2,1.0,0,0.0,623,1,1,5,2
emanuele valeri,Parma,Serie-A,2024-2025,470,583,494,33,1527,47,0.255,31,0.66,2376,45,9,42,5
alex valle,Como,Serie-A,2024-2025,276,375,155,12,799,18,0.5,9,0.5,1068,20,5,18,8
mattia valoti,Monza,Serie-A,2024-2025,12,13,2,0,27,0,,0,,16,0,0,0,1
ignace van der brempt,Como,Serie-A,2024-2025,270,392,194,14,841,28,0.46399999999999997,12,0.429,1039,12,5,21,10
devis vasquez,Empoli,Serie-A,2024-2025,1167,16,1,0,1183,1,1.0,0,0.0,2107,0,0,2,0
johan vasquez,Genoa,Serie-A,2024-2025,1100,971,128,46,2190,7,0.7140000000000001,2,0.28600000000000003,3435,21,2,24,5
matias vecino,Lazio,Serie-A,2024-2025,99,285,93,33,475,1,1.0,0,0.0,413,11,1,6,10
danilo veiga,Lecce,Serie-A,2024-2025,55,95,76,5,225,14,0.429,6,0.429,390,6,1,10,5
renato veiga,Juventus,Serie-A,2024-2025,384,311,35,11,727,1,1.0,0,0.0,1173,5,0,2,0
lorenzo venturino,Genoa,Serie-A,2024-2025,22,32,35,6,86,6,0.667,2,0.33299999999999996,162,2,2,8,1
simone verdi,Como,Serie-A,2024-2025,7,37,32,1,75,2,1.0,0,0.0,150,4,1,0,4
samuele vignato,Monza,Serie-A,2024-2025,27,101,90,7,214,13,0.308,9,0.6920000000000001,269,8,1,8,10
nicolas viola,Cagliari,Serie-A,2024-2025,57,294,255,34,595,30,0.36700000000000005,16,0.5329999999999999,700,17,7,30,21
mattia viti,Empoli,Serie-A,2024-2025,798,663,58,12,1506,11,0.545,3,0.273,1714,9,0,20,17
vitinha,Genoa,Serie-A,2024-2025,91,255,242,54,572,68,0.324,42,0.618,987,27,16,54,34
dusan vlahovic,Juventus,Serie-A,2024-2025,28,238,303,125,560,28,0.321,18,0.643,509,10,17,51,28
vanja vlahovic,Atalanta,Serie-A,2024-2025,0,4,14,7,18,2,0.0,1,0.5,13,0,0,6,1
nikola vlasic,Torino,Serie-A,2024-2025,114,460,430,59,981,48,0.5,21,0.43799999999999994,1737,41,12,44,42
alessandro vogliacco,Genoa,Serie-A,2024-2025,183,189,35,5,407,1,0.0,1,1.0,666,8,1,2,1
alessandro vogliacco,Parma,Serie-A,2024-2025,283,260,12,3,551,1,1.0,0,0.0,873,1,0,4,0
mergim vojvoda,Torino,Serie-A,2024-2025,292,440,147,6,875,11,0.545,3,0.273,1300,12,1,8,8
mergim vojvoda,Como,Serie-A,2024-2025,148,230,147,14,521,11,0.273,7,0.636,592,11,4,4,4
stefan de vrij,Inter,Serie-A,2024-2025,693,885,41,19,1613,8,0.375,5,0.625,2932,7,0,4,1
kyle walker,Milan,Serie-A,2024-2025,163,238,96,6,492,7,0.7140000000000001,2,0.28600000000000003,674,5,2,6,4
sebastian walukiewicz,Torino,Serie-A,2024-2025,359,593,178,9,1119,22,0.273,14,0.636,1425,13,0,9,5
sebastian walukiewicz,Empoli,Serie-A,2024-2025,37,38,9,0,83,0,,0,,157,0,0,2,0
timothy weah,Juventus,Serie-A,2024-2025,216,394,372,35,977,34,0.382,16,0.47100000000000003,1486,21,18,26,15
mateusz wieteska,Cagliari,Serie-A,2024-2025,64,51,2,2,116,0,,0,,205,0,0,1,0
john yeboah,Venezia,Serie-A,2024-2025,28,200,298,55,517,59,0.40700000000000003,24,0.40700000000000003,1280,27,25,46,30
kenan yldz,Juventus,Serie-A,2024-2025,161,590,752,103,1485,111,0.532,49,0.441,3376,59,43,86,41
mattia zaccagni,Lazio,Serie-A,2024-2025,143,561,774,100,1456,96,0.45799999999999996,37,0.385,3083,63,27,49,40
nicola zalewski,Roma,Serie-A,2024-2025,53,122,155,15,325,16,0.125,13,0.813,818,18,6,8,4
nicola zalewski,Inter,Serie-A,2024-2025,50,122,124,16,293,20,0.45,4,0.2,767,16,8,10,7
andrefrank zambo anguissa,Napoli,Serie-A,2024-2025,320,1063,461,73,1825,47,0.532,18,0.38299999999999995,1490,26,8,48,35
francesco zampano,Venezia,Serie-A,2024-2025,209,296,234,26,731,28,0.28600000000000003,17,0.607,1428,21,9,28,17
nicolo zaniolo,Fiorentina,Serie-A,2024-2025,13,58,64,12,131,17,0.353,8,0.47100000000000003,255,6,1,18,10
nicolo zaniolo,Atalanta,Serie-A,2024-2025,3,62,90,25,153,16,0.375,7,0.43799999999999994,237,6,5,18,14
alessandro zanoli,Genoa,Serie-A,2024-2025,165,298,267,43,720,56,0.35700000000000004,32,0.5710000000000001,1829,48,24,32,9
duvan zapata,Torino,Serie-A,2024-2025,25,72,96,39,192,9,0.111,7,0.778,207,4,4,9,8
gabriele zappa,Cagliari,Serie-A,2024-2025,803,887,342,34,2017,29,0.44799999999999995,14,0.483,3187,39,4,31,7
davide zappacosta,Atalanta,Serie-A,2024-2025,301,545,584,47,1416,41,0.293,27,0.659,2348,38,14,26,17
oier zarraga,Udinese,Serie-A,2024-2025,62,202,99,3,359,5,0.4,2,0.4,388,3,0,9,4
jordan zemura,Udinese,Serie-A,2024-2025,232,331,263,23,815,48,0.41700000000000004,24,0.5,1080,18,3,24,17
alessio zerbin,Venezia,Serie-A,2024-2025,187,336,358,53,864,63,0.33299999999999996,36,0.5710000000000001,1234,26,20,37,19
alessio zerbin,Napoli,Serie-A,2024-2025,3,0,0,0,3,1,0.0,1,1.0,0,0,0,0,0
kevin zeroli,Monza,Serie-A,2024-2025,50,67,30,9,146,1,0.0,1,1.0,115,3,0,9,3
kevin zeroli,Milan,Serie-A,2024-2025,1,4,5,0,9,0,,0,,42,1,0,0,1
piotr zielinski,Inter,Serie-A,2024-2025,139,498,177,14,801,18,0.33299999999999996,9,0.5,1582,27,1,8,6
nadir zortea,Cagliari,Serie-A,2024-2025,260,487,387,31,1115,87,0.43700000000000006,47,0.54,1877,38,8,57,31
szymon zurkowski,Empoli,Serie-A,2024-2025,17,35,7,4,59,4,0.5,2,0.5,35,0,1,5,4
milan uric,Monza,Serie-A,2024-2025,40,212,110,31,358,6,0.667,2,0.33299999999999996,134,2,1,15,14
milan uric,Parma,Serie-A,2024-2025,9,43,53,17,104,2,1.0,0,0.0,27,1,0,2,2
junior adamu,Freiburg,Bundesliga,2024-2025,53,252,234,80,534,29,0.345,18,0.621,349,5,4,59,24
karim adeyemi,Dortmund,Bundesliga,2024-2025,51,231,365,88,636,94,0.426,49,0.521,1543,36,41,43,31
amine adli,Leverkusen,Bundesliga,2024-2025,40,152,286,53,468,32,0.469,16,0.5,838,25,11,20,6
oladapo afolayan,St. Pauli,Bundesliga,2024-2025,84,304,365,62,741,98,0.49,43,0.439,1392,43,28,63,45
felix agu,Werder Bremen,Bundesliga,2024-2025,315,465,270,37,1045,35,0.257,19,0.5429999999999999,1278,12,8,33,12
erik ahlstrand,St. Pauli,Bundesliga,2024-2025,2,10,10,2,22,0,,0,,26,2,0,3,0
kevin akpoguma,Hoffenheim,Bundesliga,2024-2025,759,830,115,5,1692,15,0.5329999999999999,6,0.4,1772,15,0,11,9
andreas albers,St. Pauli,Bundesliga,2024-2025,2,17,26,8,44,3,0.667,0,0.0,18,0,0,4,6
ben alexander voll,St. Pauli,Bundesliga,2024-2025,52,0,0,0,52,0,,0,,120,0,0,0,0
skelly alvero,Werder Bremen,Bundesliga,2024-2025,49,68,19,2,136,3,0.667,1,0.33299999999999996,132,1,0,6,4
aurele amenda,Eint Frankfurt,Bundesliga,2024-2025,42,42,6,1,89,1,1.0,0,0.0,72,0,0,1,0
nadiem amiri,Mainz 05,Bundesliga,2024-2025,360,1159,604,49,2091,67,0.478,31,0.46299999999999997,2578,43,14,42,27
mohamed amoura,Wolfsburg,Bundesliga,2024-2025,119,385,629,127,1104,91,0.40700000000000003,48,0.527,2067,46,35,86,18
robert andrich,Leverkusen,Bundesliga,2024-2025,252,646,220,20,1114,5,0.4,1,0.2,886,14,1,7,1
waldemar anton,Dortmund,Bundesliga,2024-2025,793,1162,179,32,2126,24,0.833,2,0.083,3497,28,0,21,9
maximilian arnold,Wolfsburg,Bundesliga,2024-2025,356,927,308,7,1576,6,0.16699999999999998,3,0.5,1200,11,0,18,11
jannfiete arp,Holstein Kiel,Bundesliga,2024-2025,43,115,151,28,301,32,0.43799999999999994,16,0.5,344,10,3,34,16
arthur,Leverkusen,Bundesliga,2024-2025,119,220,173,13,508,24,0.20800000000000002,19,0.792,698,14,2,13,6
noah atubolu,Freiburg,Bundesliga,2024-2025,1188,11,0,0,1198,0,,0,,1803,0,0,0,0
ayman azhil,Dortmund,Bundesliga,2024-2025,2,4,3,0,9,1,0.0,1,1.0,0,0,0,1,1
adam aznou,Bayern Munich,Bundesliga,2024-2025,1,7,11,0,18,0,,0,,16,2,0,0,0
aliou badara balde,Bochum,Bundesliga,2024-2025,2,18,25,2,43,9,0.222,6,0.667,129,4,0,5,3
ridle baku,Wolfsburg,Bundesliga,2024-2025,112,307,234,34,646,20,0.45,10,0.5,643,9,8,15,10
ridle baku,RB Leipzig,Bundesliga,2024-2025,151,356,295,32,796,24,0.667,6,0.25,863,17,3,26,14
samuel bamba,Bochum,Bundesliga,2024-2025,2,11,19,1,31,4,0.25,3,0.75,69,2,1,3,0
noahkai banks,Augsburg,Bundesliga,2024-2025,94,124,14,2,229,1,0.0,1,1.0,253,5,0,2,1
scott banks,St. Pauli,Bundesliga,2024-2025,11,12,26,6,48,7,0.28600000000000003,3,0.429,63,1,3,0,2
aymen barkok,Mainz 05,Bundesliga,2024-2025,9,22,17,1,47,3,0.0,2,0.667,75,0,0,0,0
michy batshuayi,Eint Frankfurt,Bundesliga,2024-2025,8,57,37,14,101,7,0.28600000000000003,5,0.7140000000000001,103,2,2,11,1
maximilian bauer,Augsburg,Bundesliga,2024-2025,177,222,24,3,422,0,,0,,539,4,0,6,2
oliver baumann,Hoffenheim,Bundesliga,2024-2025,1123,25,0,0,1147,1,1.0,0,0.0,1803,0,0,0,0
christoph baumgartner,RB Leipzig,Bundesliga,2024-2025,167,451,311,65,910,42,0.405,19,0.452,1434,35,7,47,31
ihlas bebou,Hoffenheim,Bundesliga,2024-2025,0,2,3,1,5,0,,0,,1,0,0,1,0
adrian beck,Heidenheim,Bundesliga,2024-2025,184,502,296,53,962,75,0.5329999999999999,30,0.4,1192,17,11,42,26
timo becker,Holstein Kiel,Bundesliga,2024-2025,682,519,142,28,1325,26,0.462,14,0.5379999999999999,1709,26,1,28,10
hannes behrens,Hoffenheim,Bundesliga,2024-2025,2,11,14,2,27,1,1.0,0,0.0,25,1,0,2,0
kevin behrens,Wolfsburg,Bundesliga,2024-2025,7,45,54,16,106,1,0.0,1,1.0,80,1,1,10,1
maximilian beier,Dortmund,Bundesliga,2024-2025,73,245,308,88,618,51,0.431,27,0.529,748,12,9,39,26
stefan bell,Mainz 05,Bundesliga,2024-2025,514,402,41,30,952,6,0.33299999999999996,3,0.5,991,1,1,13,4
jeanuel belocian,Leverkusen,Bundesliga,2024-2025,9,20,15,1,44,1,1.0,0,0.0,39,2,0,2,0
laszlo benes,Union Berlin,Bundesliga,2024-2025,53,189,160,13,400,5,0.2,4,0.8,352,7,3,8,5
ramy bensebaini,Dortmund,Bundesliga,2024-2025,513,914,349,36,1766,18,0.278,11,0.611,1924,32,2,16,6
mergim berisha,Hoffenheim,Bundesliga,2024-2025,11,35,47,12,93,8,0.375,5,0.625,78,3,1,6,3
mergim berisha,Augsburg,Bundesliga,2024-2025,1,8,9,3,18,0,,0,,34,0,1,2,3
bernardo,Bochum,Bundesliga,2024-2025,553,605,98,28,1249,5,0.6,2,0.4,1475,7,1,11,8
alexander bernhardsson,Holstein Kiel,Bundesliga,2024-2025,109,223,202,41,520,53,0.415,26,0.491,839,19,13,36,18
matus bero,Bochum,Bundesliga,2024-2025,257,747,637,56,1618,55,0.345,36,0.655,1418,37,9,46,23
janniklas beste,Freiburg,Bundesliga,2024-2025,23,50,65,11,136,8,0.25,6,0.75,196,6,4,6,3
el bilal toure,Stuttgart,Bundesliga,2024-2025,6,49,85,23,137,6,0.5,3,0.5,168,5,4,10,2
tom bischof,Hoffenheim,Bundesliga,2024-2025,376,957,634,46,1951,64,0.45299999999999996,32,0.5,2092,34,9,41,38
leonardo bittencourt,Werder Bremen,Bundesliga,2024-2025,148,455,205,20,801,5,0.2,3,0.6,992,13,2,12,2
myron boadu,Bochum,Bundesliga,2024-2025,19,123,150,46,286,23,0.478,12,0.522,343,9,7,30,15
sacha boey,Bayern Munich,Bundesliga,2024-2025,83,272,226,11,580,19,0.316,11,0.579,745,9,4,11,7
victor boniface,Leverkusen,Bundesliga,2024-2025,24,163,215,77,399,35,0.429,19,0.5429999999999999,507,12,15,43,29
sebastiaan bornauw,Wolfsburg,Bundesliga,2024-2025,170,239,21,10,428,1,0.0,1,1.0,379,2,0,2,1
carlo boukhalfa,St. Pauli,Bundesliga,2024-2025,118,315,222,29,651,28,0.429,16,0.5710000000000001,486,9,3,31,20
julian brandt,Dortmund,Bundesliga,2024-2025,155,671,645,81,1455,54,0.35200000000000004,32,0.593,2014,48,17,48,36
tim breithaupt,Augsburg,Bundesliga,2024-2025,18,49,8,1,75,2,1.0,0,0.0,67,0,0,3,2
maximilian breunig,Heidenheim,Bundesliga,2024-2025,17,77,51,17,139,7,0.429,3,0.429,138,4,2,15,6
moritz broschinski,Bochum,Bundesliga,2024-2025,54,211,297,68,552,53,0.264,38,0.7170000000000001,814,21,13,69,33
nathaniel brown,Eint Frankfurt,Bundesliga,2024-2025,314,485,389,50,1174,33,0.33299999999999996,17,0.515,1680,31,6,30,12
jacob bruun larsen,Hoffenheim,Bundesliga,2024-2025,17,82,133,30,226,21,0.33299999999999996,13,0.619,471,13,8,9,9
jacob bruun larsen,Stuttgart,Bundesliga,2024-2025,22,78,116,27,215,22,0.455,10,0.455,425,5,10,11,3
emi buendia,Leverkusen,Bundesliga,2024-2025,21,107,71,12,198,11,0.545,2,0.182,113,3,1,10,8
marius bulter,Hoffenheim,Bundesliga,2024-2025,108,297,379,83,774,47,0.511,22,0.46799999999999997,1435,24,23,39,21
jonathan burkardt,Mainz 05,Bundesliga,2024-2025,49,364,378,121,786,39,0.41,23,0.59,747,26,13,76,33
oliver burke,Werder Bremen,Bundesliga,2024-2025,38,167,241,79,440,12,0.583,5,0.41700000000000004,493,12,14,38,13
marnon busch,Heidenheim,Bundesliga,2024-2025,378,468,190,9,1030,8,0.375,4,0.5,1217,20,1,13,1
anthony caci,Mainz 05,Bundesliga,2024-2025,398,884,709,62,1973,64,0.45299999999999996,31,0.484,1650,25,13,44,24
cole campbell,Dortmund,Bundesliga,2024-2025,4,9,8,0,21,1,0.0,1,1.0,34,0,0,3,0
emre can,Dortmund,Bundesliga,2024-2025,787,1207,174,12,2154,26,0.5770000000000001,9,0.34600000000000003,3628,32,2,18,10
tiago cardoso,Gladbach,Bundesliga,2024-2025,189,0,0,0,189,0,,0,,365,0,0,0,0
abdoulie ceesay,St. Pauli,Bundesliga,2024-2025,2,13,11,2,26,0,,0,,3,0,0,4,3
julian chabot,Stuttgart,Bundesliga,2024-2025,1010,1155,82,31,2239,5,0.6,2,0.4,3327,9,2,13,3
el chadaille bitshiabu,RB Leipzig,Bundesliga,2024-2025,470,547,46,12,1058,3,0.667,1,0.33299999999999996,1052,3,1,11,1
fares chaibi,Eint Frankfurt,Bundesliga,2024-2025,108,240,246,34,588,12,0.583,3,0.25,668,13,4,19,7
timothy chandler,Eint Frankfurt,Bundesliga,2024-2025,8,14,9,1,31,1,0.0,1,1.0,45,2,0,1,0
anrie chase,Stuttgart,Bundesliga,2024-2025,253,334,40,4,622,5,0.4,3,0.6,546,7,0,4,1
arthur chaves,Hoffenheim,Bundesliga,2024-2025,670,746,111,22,1513,10,0.3,6,0.6,1314,17,0,11,11
fabio chiarodia,Gladbach,Bundesliga,2024-2025,170,119,9,5,298,0,,0,,249,0,0,1,0
carney chukwuemeka,Dortmund,Bundesliga,2024-2025,7,69,95,22,169,13,0.5379999999999999,3,0.231,313,10,9,11,7
alexis claudemaurice,Augsburg,Bundesliga,2024-2025,112,479,431,64,994,90,0.467,40,0.444,1888,47,9,85,50
nnamdi collins,Eint Frankfurt,Bundesliga,2024-2025,411,541,159,19,1107,34,0.353,18,0.529,1420,21,6,17,11
kingsley coman,Bayern Munich,Bundesliga,2024-2025,84,323,537,85,934,74,0.527,31,0.419,1867,33,28,28,18
sirlord conteh,Heidenheim,Bundesliga,2024-2025,38,120,152,34,301,13,0.462,6,0.462,705,11,12,23,8
danny da costa,Mainz 05,Bundesliga,2024-2025,566,781,115,2,1451,17,0.47100000000000003,9,0.529,1613,19,2,22,7
yan couto,Dortmund,Bundesliga,2024-2025,227,381,249,16,849,33,0.39399999999999996,18,0.545,1469,32,6,14,7
tomas cvancara,Gladbach,Bundesliga,2024-2025,47,152,138,36,336,17,0.353,9,0.529,352,7,5,18,6
finn dahmen,Augsburg,Bundesliga,2024-2025,790,21,0,0,811,0,,0,,1355,0,0,0,0
