Player,Squad,Liga,Season,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG
kenedy,Valladolid,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
kike,Alavés,La-Liga,2024-2025,60,24,0.17,9.6,7.2,0.12,3.4
koke,Atlético Madrid,La-Liga,2024-2025,11,4,0.09,1.1,1.1,0.1,-0.1
jules kounde,Barcelona,La-Liga,2024-2025,18,6,0.11,1.8,1.8,0.11,0.2
alex kral,Espanyol,La-Liga,2024-2025,21,2,0.0,1.5,1.5,0.07,-1.5
ladislav krejci,Girona,La-Liga,2024-2025,18,5,0.11,1.7,1.7,0.09,0.3
takefusa kubo,Real Sociedad,La-Liga,2024-2025,43,14,0.12,3.6,3.6,0.08,1.4
marash kumbulla,Espanyol,La-Liga,2024-2025,16,5,0.19,1.8,1.8,0.11,1.2
luca de la torre,Celta Vigo,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
yoel lago,Celta Vigo,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
cyle larin,Mallorca,La-Liga,2024-2025,38,14,0.16,6.9,6.1,0.16,0.1
juanmi latasa,Valladolid,La-Liga,2024-2025,40,13,0.08,4.2,4.2,0.11,-1.2
toni lato,Mallorca,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
robin le normand,Atlético Madrid,La-Liga,2024-2025,11,3,0.09,1.5,1.5,0.13,-0.5
florian lejeune,Rayo Vallecano,La-Liga,2024-2025,58,17,0.03,3.6,3.6,0.06,-1.6
inigo lekue,Athletic Club,La-Liga,2024-2025,2,0,0.0,0.2,0.2,0.09,-0.2
thomas lemar,Atlético Madrid,La-Liga,2024-2025,2,1,0.0,0.3,0.3,0.14,-0.3
clement lenglet,Atlético Madrid,La-Liga,2024-2025,10,4,0.2,2.4,2.4,0.24,-0.4
robert lewandowski,Barcelona,La-Liga,2024-2025,111,45,0.22,27.1,24.0,0.22,-0.1
samuel lino,Atlético Madrid,La-Liga,2024-2025,45,18,0.07,6.0,6.0,0.13,-3.0
javier llabres,Mallorca,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.05,0.0
diego llorente,Betis,La-Liga,2024-2025,11,4,0.18,1.5,1.5,0.14,0.5
marcos llorente,Atlético Madrid,La-Liga,2024-2025,16,5,0.13,0.8,0.8,0.05,1.2
giovani lo celso,Betis,La-Liga,2024-2025,31,16,0.19,4.8,2.4,0.08,3.2
enzo loiodice,Las Palmas,La-Liga,2024-2025,7,4,0.0,0.3,0.3,0.04,-0.3
david lopez,Mallorca,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
david lopez,Girona,La-Liga,2024-2025,12,3,0.08,0.9,0.9,0.07,0.1
diego lopez,Valencia,La-Liga,2024-2025,44,14,0.18,6.6,6.6,0.15,1.4
fer lopez,Celta Vigo,La-Liga,2024-2025,20,5,0.1,2.7,2.7,0.14,-0.7
fermin lopez,Barcelona,La-Liga,2024-2025,41,15,0.15,5.6,5.6,0.14,0.4
javi lopez,Real Sociedad,La-Liga,2024-2025,5,1,0.0,0.1,0.1,0.02,-0.1
pau lopez,Girona,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
roberto lopez,Leganés,La-Liga,2024-2025,6,1,0.0,0.5,0.5,0.08,-0.5
unai lopez,Rayo Vallecano,La-Liga,2024-2025,26,11,0.12,1.6,1.6,0.06,1.4
iker losada,Celta Vigo,La-Liga,2024-2025,3,2,0.33,1.1,1.1,0.38,-0.1
iker losada,Betis,La-Liga,2024-2025,5,1,0.0,0.5,0.5,0.1,-0.5
pol lozano,Espanyol,La-Liga,2024-2025,8,2,0.0,0.2,0.2,0.02,-0.2
jose luis gaya,Valencia,La-Liga,2024-2025,12,4,0.0,1.0,1.0,0.09,-1.0
dodi lukebakio,Sevilla,La-Liga,2024-2025,93,38,0.11,10.1,9.3,0.1,0.9
daniel luna,Mallorca,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
andriy lunin,Real Madrid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
darwin machis,Valladolid,La-Liga,2024-2025,14,2,0.0,0.9,0.9,0.06,-0.9
pablo maffeo,Mallorca,La-Liga,2024-2025,7,1,0.0,0.3,0.3,0.04,-0.3
jon magunazelaia,Real Sociedad,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
giorgi mamardashvili,Valencia,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
reinildo mandava,Atlético Madrid,La-Liga,2024-2025,1,1,0.0,0.1,0.1,0.07,-0.1
javier manquillo,Celta Vigo,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
marcao,Sevilla,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
oscar de marcos,Athletic Club,La-Liga,2024-2025,8,2,0.0,1.0,1.0,0.12,-1.0
alberto mari,Valencia,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
jose maria gimenez,Atlético Madrid,La-Liga,2024-2025,5,1,0.0,0.4,0.4,0.09,-0.4
arkaitz mariezkurrena,Real Sociedad,La-Liga,2024-2025,10,5,0.2,1.0,1.0,0.1,1.0
pablo marin,Real Sociedad,La-Liga,2024-2025,21,7,0.05,1.4,1.4,0.07,-0.4
mika marmol,Las Palmas,La-Liga,2024-2025,10,0,0.0,0.4,0.4,0.04,-0.4
mario maroto,Valladolid,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
unai marrero,Real Sociedad,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
carlos martin,Alavés,La-Liga,2024-2025,26,12,0.08,2.3,2.3,0.09,-0.3
diego martin,Las Palmas,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.04,0.0
gerard martin,Barcelona,La-Liga,2024-2025,7,2,0.14,0.5,0.5,0.07,0.5
ivan martin,Girona,La-Liga,2024-2025,11,3,0.09,1.8,1.8,0.16,-0.8
jon martin,Real Sociedad,La-Liga,2024-2025,9,1,0.0,0.6,0.6,0.07,-0.6
mario martin,Valladolid,La-Liga,2024-2025,28,13,0.0,1.8,1.8,0.06,-1.8
arnau martinez,Girona,La-Liga,2024-2025,19,6,0.11,1.2,1.2,0.07,0.8
inigo martinez,Barcelona,La-Liga,2024-2025,13,2,0.0,0.5,0.5,0.04,-0.5
javi martinez,Osasuna,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
ramon martinez,Sevilla,La-Liga,2024-2025,4,3,0.25,0.3,0.3,0.08,0.7
toni martinez,Alavés,La-Liga,2024-2025,46,15,0.09,3.6,3.6,0.08,0.4
javi marton,Athletic Club,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
marvin,Las Palmas,La-Liga,2024-2025,5,0,0.0,0.2,0.2,0.04,-0.2
omar mascarell,Mallorca,La-Liga,2024-2025,9,2,0.11,0.5,0.5,0.05,0.5
jaime mata,Las Palmas,La-Liga,2024-2025,17,6,0.0,2.6,2.6,0.15,-2.6
borja mayoral,Getafe,La-Liga,2024-2025,19,8,0.21,3.4,2.6,0.14,1.6
kylian mbappe,Real Madrid,La-Liga,2024-2025,152,75,0.16,25.9,18.6,0.12,5.1
oliver mcburnie,Las Palmas,La-Liga,2024-2025,32,12,0.09,4.8,4.8,0.15,-1.8
scott mckenna,Las Palmas,La-Liga,2024-2025,10,0,0.0,1.1,1.1,0.11,-1.1
mateo mejia,Sevilla,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
arthur melo,Girona,La-Liga,2024-2025,6,1,0.0,0.2,0.2,0.03,-0.2
brais mendez,Real Sociedad,La-Liga,2024-2025,28,9,0.11,3.5,3.5,0.13,-0.5
ferland mendy,Real Madrid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
nobel mendy,Betis,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
victor meseguer,Valladolid,La-Liga,2024-2025,6,0,0.0,0.7,0.7,0.11,-0.7
miguel,Leganés,La-Liga,2024-2025,33,14,0.0,4.9,3.3,0.1,-3.9
eder militao,Real Madrid,La-Liga,2024-2025,10,3,0.1,0.6,0.6,0.06,0.4
luis milla,Getafe,La-Liga,2024-2025,31,7,0.0,1.8,1.0,0.03,-0.8
pere milla,Espanyol,La-Liga,2024-2025,11,5,0.27,1.5,1.5,0.13,1.5
oscar mingueza,Celta Vigo,La-Liga,2024-2025,33,10,0.12,1.5,1.5,0.04,2.5
kim minsu,Girona,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
bojan miovski,Girona,La-Liga,2024-2025,14,4,0.14,2.7,2.7,0.19,-0.7
rafa mir,Valencia,La-Liga,2024-2025,27,7,0.04,3.0,3.0,0.11,-2.0
luka modric,Real Madrid,La-Liga,2024-2025,22,6,0.09,1.6,1.6,0.07,0.4
johan mojica,Mallorca,La-Liga,2024-2025,17,3,0.06,0.9,0.9,0.05,0.1
alberto moleiro,Las Palmas,La-Liga,2024-2025,68,24,0.09,5.6,5.6,0.08,0.4
nahuel molina,Atlético Madrid,La-Liga,2024-2025,9,1,0.0,0.8,0.8,0.09,-0.8
jon moncayola,Osasuna,La-Liga,2024-2025,21,9,0.0,1.6,1.6,0.08,-1.6
gonzalo montiel,Sevilla,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
gerard moreno,Villarreal,La-Liga,2024-2025,23,9,0.0,4.2,1.8,0.08,-1.2
xavier moreno,Valladolid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
mateu morey,Mallorca,La-Liga,2024-2025,3,1,0.0,0.4,0.4,0.14,-0.4
ilaix moriba,Celta Vigo,La-Liga,2024-2025,34,11,0.03,1.7,1.7,0.05,-0.7
manu morlanes,Mallorca,La-Liga,2024-2025,11,1,0.0,0.6,0.6,0.05,-0.6
raul moro,Valladolid,La-Liga,2024-2025,46,16,0.09,4.1,4.1,0.09,-0.1
cristhian mosquera,Valencia,La-Liga,2024-2025,5,2,0.2,0.4,0.4,0.08,0.6
santiago mourino,Alavés,La-Liga,2024-2025,13,3,0.0,0.9,0.9,0.07,-0.9
abdul mumin,Rayo Vallecano,La-Liga,2024-2025,10,3,0.2,0.6,0.6,0.06,1.4
aihen munoz,Real Sociedad,La-Liga,2024-2025,6,0,0.0,0.2,0.2,0.03,-0.2
alex munoz,Las Palmas,La-Liga,2024-2025,9,5,0.33,0.9,0.9,0.1,2.1
iker munoz,Osasuna,La-Liga,2024-2025,11,0,0.0,0.5,0.5,0.04,-0.5
javier munoz,Las Palmas,La-Liga,2024-2025,25,6,0.04,1.3,1.3,0.05,-0.3
victor munoz,Real Madrid,La-Liga,2024-2025,1,0,0.0,0.5,0.5,0.49,-0.5
vedat muriqi,Mallorca,La-Liga,2024-2025,52,16,0.1,9.7,7.3,0.14,-2.7
juan musso,Atlético Madrid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
matija nastasic,Leganés,La-Liga,2024-2025,2,1,0.5,0.1,0.1,0.03,0.9
natan,Betis,La-Liga,2024-2025,9,4,0.11,0.3,0.3,0.04,0.7
pau navarro,Villarreal,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
roberto navarro,Mallorca,La-Liga,2024-2025,18,6,0.06,2.0,2.0,0.11,-1.0
jesus navas,Sevilla,La-Liga,2024-2025,3,2,0.33,0.5,0.5,0.18,0.5
yvan neyou,Leganés,La-Liga,2024-2025,16,3,0.06,0.6,0.6,0.04,0.4
tanguy nianzou,Sevilla,La-Liga,2024-2025,2,0,0.0,0.2,0.2,0.09,-0.2
saul niguez,Sevilla,La-Liga,2024-2025,42,9,0.02,2.8,2.8,0.07,-1.8
tamas nikitscher,Valladolid,La-Liga,2024-2025,2,1,0.0,0.1,0.1,0.04,-0.1
adrian nino,Atlético Madrid,La-Liga,2024-2025,2,0,0.0,0.2,0.2,0.1,-0.2
hugo novoa,Alavés,La-Liga,2024-2025,1,0,0.0,0.5,0.5,0.49,-0.5
randy nteka,Rayo Vallecano,La-Liga,2024-2025,16,8,0.19,2.6,2.6,0.16,0.4
unai nunez,Athletic Club,La-Liga,2024-2025,1,0,0.0,0.2,0.2,0.23,-0.2
rjan nyland,Sevilla,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
allan nyom,Getafe,La-Liga,2024-2025,9,4,0.11,0.5,0.5,0.06,0.5
jan oblak,Atlético Madrid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
lucas ocampos,Sevilla,La-Liga,2024-2025,4,2,0.0,0.2,0.2,0.04,-0.2
alvaro odriozola,Real Sociedad,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
thiago ojeda,Villarreal,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
aingeru olabarrieta,Athletic Club,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
olasagasti,Real Sociedad,La-Liga,2024-2025,13,2,0.08,0.9,0.9,0.07,0.1
brian olivan,Espanyol,La-Liga,2024-2025,6,1,0.0,0.4,0.4,0.06,-0.4
lucas oliveira rosa,Valladolid,La-Liga,2024-2025,8,3,0.0,0.9,0.9,0.11,-0.9
dani olmo,Barcelona,La-Liga,2024-2025,40,15,0.2,6.5,4.9,0.12,3.5
aimar oroz,Osasuna,La-Liga,2024-2025,47,15,0.09,4.2,3.5,0.08,0.8
angel ortiz,Betis,La-Liga,2024-2025,2,0,0.0,0.0,0.0,0.02,0.0
gabriel osei misehouy,Girona,La-Liga,2024-2025,6,2,0.17,0.9,0.9,0.15,0.1
david otorbi,Valencia,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
jesus owono,Alavés,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
mikel oyarzabal,Real Sociedad,La-Liga,2024-2025,39,13,0.13,9.9,6.8,0.17,-0.9
cenk ozkacar,Valladolid,La-Liga,2024-2025,2,0,0.0,0.1,0.1,0.06,-0.1
jon pacheco,Real Sociedad,La-Liga,2024-2025,1,0,0.0,0.1,0.1,0.09,-0.1
alex padilla,Athletic Club,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
isaac palazon camacho,Rayo Vallecano,La-Liga,2024-2025,61,18,0.07,4.7,4.7,0.08,-0.7
aitor paredes,Athletic Club,La-Liga,2024-2025,6,3,0.5,2.3,2.3,0.38,0.7
daniel parejo,Villarreal,La-Liga,2024-2025,12,2,0.17,2.5,0.8,0.07,0.5
iago parente,Valladolid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
alvaro pascual,Sevilla,La-Liga,2024-2025,11,4,0.09,1.1,1.1,0.1,-0.1
alfonso pedraza,Villarreal,La-Liga,2024-2025,5,2,0.0,0.5,0.5,0.09,-0.5
pedri,Barcelona,La-Liga,2024-2025,25,11,0.16,2.2,2.2,0.09,1.8
adria pedrosa,Sevilla,La-Liga,2024-2025,24,7,0.04,0.9,0.9,0.04,0.1
pejino,Las Palmas,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
andy pelmard,Las Palmas,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
inaki pena,Barcelona,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
ruben pena,Osasuna,La-Liga,2024-2025,10,3,0.0,0.7,0.7,0.07,-0.7
nicolas pepe,Villarreal,La-Liga,2024-2025,38,17,0.08,3.8,3.8,0.1,-0.8
peque,Sevilla,La-Liga,2024-2025,19,4,0.05,2.5,2.5,0.13,-1.5
ayoze perez,Villarreal,La-Liga,2024-2025,75,31,0.25,12.7,12.7,0.18,6.3
carles perez,Getafe,La-Liga,2024-2025,34,9,0.09,2.4,2.4,0.07,0.6
francisco perez,Valencia,La-Liga,2024-2025,6,1,0.0,0.3,0.3,0.05,-0.3
kike perez,Valladolid,La-Liga,2024-2025,20,4,0.1,2.1,2.1,0.11,-0.1
luis perez,Valladolid,La-Liga,2024-2025,5,2,0.0,0.2,0.2,0.03,-0.2
romain perraud,Betis,La-Liga,2024-2025,20,5,0.1,0.6,0.6,0.03,1.4
valentin pezzolesi,Las Palmas,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
pica,Alavés,La-Liga,2024-2025,4,1,0.0,0.3,0.3,0.08,-0.3
yeremi pino,Villarreal,La-Liga,2024-2025,29,8,0.14,3.9,3.9,0.13,0.1
portu,Girona,La-Liga,2024-2025,8,3,0.13,1.6,1.6,0.21,-0.6
benat prados,Athletic Club,La-Liga,2024-2025,16,5,0.06,1.0,1.0,0.06,0.0
abdon prats,Mallorca,La-Liga,2024-2025,13,4,0.08,2.2,1.5,0.11,-0.2
javi puado,Espanyol,La-Liga,2024-2025,66,19,0.11,11.6,7.7,0.12,0.4
dani raba,Leganés,La-Liga,2024-2025,39,12,0.1,7.5,3.6,0.09,0.5
arnau rafus,Valladolid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
antonio raillo,Mallorca,La-Liga,2024-2025,35,8,0.06,2.0,2.0,0.06,0.0
benito ramirez,Las Palmas,La-Liga,2024-2025,10,1,0.0,0.3,0.3,0.03,-0.3
sandro ramirez,Las Palmas,La-Liga,2024-2025,51,20,0.16,4.1,3.3,0.06,4.9
jacobo ramon,Real Madrid,La-Liga,2024-2025,2,1,0.5,0.2,0.2,0.08,0.8
raphinha,Barcelona,La-Liga,2024-2025,112,40,0.14,19.2,17.6,0.16,-1.2
andrei ratiu,Rayo Vallecano,La-Liga,2024-2025,31,7,0.06,1.8,1.8,0.06,0.2
raul,Osasuna,La-Liga,2024-2025,25,12,0.16,3.5,3.5,0.14,0.5
abderrahman rebbach,Alavés,La-Liga,2024-2025,6,1,0.0,0.2,0.2,0.03,-0.2
alex remiro,Real Sociedad,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
daniel requena,Villarreal,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
diego rico,Getafe,La-Liga,2024-2025,16,3,0.0,0.4,0.4,0.02,-0.4
luis rioja,Alavés,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
luis rioja,Valencia,La-Liga,2024-2025,28,12,0.11,3.3,1.7,0.06,1.7
rodrigo riquelme,Atlético Madrid,La-Liga,2024-2025,14,4,0.0,0.9,0.9,0.06,-0.9
alberto risco,Getafe,La-Liga,2024-2025,4,1,0.0,0.2,0.2,0.04,-0.2
mihailo ristic,Celta Vigo,La-Liga,2024-2025,2,0,0.0,0.0,0.0,0.01,0.0
gorka rivera alonso,Getafe,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
marc roca,Betis,La-Liga,2024-2025,12,4,0.17,1.1,1.1,0.09,0.9
rodri,Betis,La-Liga,2024-2025,2,2,0.0,0.2,0.2,0.08,-0.2
adrian rodriguez,Alavés,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
alvaro rodriguez,Getafe,La-Liga,2024-2025,25,10,0.08,1.2,1.2,0.05,0.8
oscar rodriguez arnaiz,Leganés,La-Liga,2024-2025,33,6,0.03,2.1,2.1,0.06,-1.1
arturo rodriguez,Las Palmas,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
damian rodriguez,Celta Vigo,La-Liga,2024-2025,4,0,0.0,0.1,0.1,0.03,-0.1
dani rodriguez,Mallorca,La-Liga,2024-2025,31,10,0.13,2.8,2.8,0.09,1.2
daniel rodriguez,Barcelona,La-Liga,2024-2025,2,0,0.0,0.0,0.0,0.01,0.0
james rodriguez,Rayo Vallecano,La-Liga,2024-2025,4,2,0.0,0.3,0.3,0.07,-0.3
javi rodriguez,Celta Vigo,La-Liga,2024-2025,12,5,0.25,2.3,2.3,0.2,0.7
jesus rodriguez,Betis,La-Liga,2024-2025,23,8,0.09,2.3,2.3,0.1,-0.3
kirian rodriguez,Las Palmas,La-Liga,2024-2025,21,8,0.0,1.6,1.6,0.08,-1.6
ricardo rodriguez,Betis,La-Liga,2024-2025,5,1,0.0,0.2,0.2,0.04,-0.2
rodrygo,Real Madrid,La-Liga,2024-2025,54,20,0.11,4.0,3.9,0.07,2.0
leo roman,Mallorca,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
carlos romero,Espanyol,La-Liga,2024-2025,29,6,0.07,2.0,2.0,0.07,0.0
isaac romero,Sevilla,La-Liga,2024-2025,53,17,0.08,6.8,6.0,0.11,-2.8
luka romero,Alavés,La-Liga,2024-2025,1,0,0.0,0.8,0.0,0.02,-0.8
oriol romeu,Girona,La-Liga,2024-2025,5,1,0.0,0.1,0.1,0.03,-0.1
vitor roque,Betis,La-Liga,2024-2025,41,18,0.1,6.1,6.1,0.15,-2.1
valentin rosier,Leganés,La-Liga,2024-2025,14,4,0.07,0.9,0.9,0.06,0.1
antonio rudiger,Real Madrid,La-Liga,2024-2025,24,4,0.0,1.7,1.7,0.07,-1.7
aitor ruibal,Betis,La-Liga,2024-2025,16,4,0.06,0.9,0.9,0.06,0.1
abel ruiz,Girona,La-Liga,2024-2025,21,7,0.14,4.6,3.0,0.14,-0.6
ferran ruiz,Girona,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
youssouf sabaly,Betis,La-Liga,2024-2025,5,0,0.0,0.2,0.2,0.04,-0.2
umar sadiq,Valencia,La-Liga,2024-2025,20,7,0.25,3.4,3.4,0.19,1.6
umar sadiq,Real Sociedad,La-Liga,2024-2025,5,0,0.0,0.2,0.2,0.04,-0.2
jorge saenz,Leganés,La-Liga,2024-2025,8,3,0.13,1.3,1.3,0.16,-0.3
jan salas,Mallorca,La-Liga,2024-2025,2,0,0.0,0.1,0.1,0.03,-0.1
kike salas,Sevilla,La-Liga,2024-2025,23,6,0.13,1.9,1.9,0.08,1.1
albert sambi lokonga,Sevilla,La-Liga,2024-2025,13,5,0.0,0.9,0.9,0.07,-0.9
chuky san jose,Valladolid,La-Liga,2024-2025,16,7,0.13,2.2,2.2,0.14,-0.2
oihan sancet,Athletic Club,La-Liga,2024-2025,47,17,0.26,9.7,7.3,0.16,5.3
antonio sanchez,Mallorca,La-Liga,2024-2025,17,2,0.0,1.1,1.1,0.06,-1.1
ivan sanchez,Valladolid,La-Liga,2024-2025,15,5,0.13,0.7,0.7,0.04,1.3
javi sanchez,Valladolid,La-Liga,2024-2025,11,5,0.18,0.5,0.5,0.04,1.5
juanlu sanchez,Sevilla,La-Liga,2024-2025,13,6,0.31,2.1,2.1,0.17,1.9
manu sanchez,Alavés,La-Liga,2024-2025,12,2,0.08,1.7,1.7,0.15,-0.7
maroan sannadi,Athletic Club,La-Liga,2024-2025,19,7,0.05,3.5,3.5,0.18,-2.5
jesus santiago,Getafe,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
aleksandar sedlar,Alavés,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
sergi,Leganés,La-Liga,2024-2025,13,5,0.15,1.5,1.5,0.11,0.5
nicolas serrano,Athletic Club,La-Liga,2024-2025,5,1,0.0,0.2,0.2,0.03,-0.2
fabio silva,Las Palmas,La-Liga,2024-2025,46,20,0.17,8.8,6.4,0.14,1.2
rui silva,Betis,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
giuliano simeone,Atlético Madrid,La-Liga,2024-2025,22,7,0.09,2.2,2.2,0.1,-0.2
unai simon,Athletic Club,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
daley sinkgraven,Las Palmas,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
jailson siqueira,Celta Vigo,La-Liga,2024-2025,4,2,0.0,0.1,0.1,0.04,-0.1
antonio sivera,Alavés,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
justin smith,Espanyol,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
alex sola,Getafe,La-Liga,2024-2025,15,2,0.0,1.0,1.0,0.06,-1.0
arnau sola,Villarreal,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
jhon solis,Girona,La-Liga,2024-2025,4,1,0.25,0.7,0.7,0.16,0.3
david soria,Getafe,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
juan soriano,Leganés,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
hugo sotelo,Celta Vigo,La-Liga,2024-2025,4,0,0.0,0.2,0.2,0.05,-0.2
djibril sow,Sevilla,La-Liga,2024-2025,22,6,0.09,2.4,2.4,0.11,-0.4
carl starfelt,Celta Vigo,La-Liga,2024-2025,5,1,0.2,0.5,0.5,0.1,0.5
orri steinn oskarsson,Real Sociedad,La-Liga,2024-2025,19,7,0.16,5.2,5.2,0.27,-2.2
stoichkov,Alavés,La-Liga,2024-2025,18,3,0.0,1.1,1.1,0.06,-1.1
cristhian stuani,Girona,La-Liga,2024-2025,31,16,0.26,8.1,5.8,0.19,2.9
alex suarez,Las Palmas,La-Liga,2024-2025,6,3,0.0,0.5,0.5,0.09,-0.5
denis suarez,Villarreal,La-Liga,2024-2025,10,3,0.1,0.9,0.9,0.09,0.1
luka sucic,Real Sociedad,La-Liga,2024-2025,43,11,0.02,3.3,3.3,0.08,-2.3
suso,Sevilla,La-Liga,2024-2025,16,4,0.0,0.7,0.7,0.05,-0.7
williot swedberg,Celta Vigo,La-Liga,2024-2025,32,15,0.13,5.2,5.2,0.17,-1.2
mamadou sylla,Valladolid,La-Liga,2024-2025,18,3,0.06,5.1,2.0,0.11,-0.1
wojciech szczesny,Barcelona,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
alexander srloth,Atlético Madrid,La-Liga,2024-2025,78,40,0.24,16.8,16.0,0.21,3.2
renato tapia,Leganés,La-Liga,2024-2025,14,6,0.07,0.6,0.6,0.05,0.4
cesar tarrega,Valencia,La-Liga,2024-2025,21,6,0.1,2.0,2.0,0.09,0.0
aurelien tchouameni,Real Madrid,La-Liga,2024-2025,19,3,0.0,1.7,1.7,0.09,-1.7
alvaro tejero,Espanyol,La-Liga,2024-2025,17,4,0.06,0.6,0.6,0.04,0.4
martin tejon,Valencia,La-Liga,2024-2025,1,0,0.0,0.1,0.1,0.08,-0.1
nahuel tenaglia,Alavés,La-Liga,2024-2025,27,8,0.07,2.2,2.2,0.08,-0.2
marcandre ter stegen,Barcelona,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
ramon terrats,Villarreal,La-Liga,2024-2025,2,0,0.0,0.1,0.1,0.03,-0.1
ramon terrats,Getafe,La-Liga,2024-2025,19,8,0.21,2.2,2.2,0.11,1.8
raul de tomas,Rayo Vallecano,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
pablo torre,Barcelona,La-Liga,2024-2025,6,4,0.5,0.4,0.4,0.06,2.6
david torres,Valladolid,La-Liga,2024-2025,3,1,0.0,0.3,0.3,0.09,-0.3
ferran torres,Barcelona,La-Liga,2024-2025,48,22,0.21,8.0,8.0,0.17,2.0
lucas torro,Osasuna,La-Liga,2024-2025,31,7,0.1,2.3,2.3,0.07,0.7
hamari traore,Real Sociedad,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.04,0.0
oscar trejo,Rayo Vallecano,La-Liga,2024-2025,5,2,0.2,0.6,0.6,0.12,0.4
viktor tsyhankov,Girona,La-Liga,2024-2025,35,9,0.06,2.8,2.8,0.08,-0.8
benat turrientes,Real Sociedad,La-Liga,2024-2025,7,1,0.0,0.6,0.6,0.08,-0.6
christantus uche,Getafe,La-Liga,2024-2025,50,14,0.08,3.8,3.8,0.08,0.2
naci unuvar,Espanyol,La-Liga,2024-2025,1,0,0.0,0.0,0.0,0.05,0.0
oscar valentin,Rayo Vallecano,La-Liga,2024-2025,5,1,0.0,0.4,0.4,0.09,-0.4
german valera,Valencia,La-Liga,2024-2025,3,2,0.0,0.1,0.1,0.04,-0.1
martin valjent,Mallorca,La-Liga,2024-2025,12,5,0.25,0.8,0.8,0.07,2.2
jesus vallejo,Real Madrid,La-Liga,2024-2025,0,0,,0.0,0.0,,0.0
federico valverde,Real Madrid,La-Liga,2024-2025,57,22,0.11,2.7,2.7,0.05,3.3
