Player,Squad,Liga,Season,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,Touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle
amadou onana,aston villa,Premier-League,2024-2025,269,586,159,23,998,20,0.7,3,0.15,1577,25,1,11,9
andre onana,manchester utd,Premier-League,2024-2025,1350,22,0,0,1371,1,1.0,0,0.0,2676,0,0,1,0
paul onuachu,southampton,Premier-League,2024-2025,45,235,163,67,440,26,0.308,14,0.5379999999999999,248,5,2,50,36
frank onyeka,brentford,Premier-League,2024-2025,1,5,4,0,10,0,,0,,14,0,0,2,1
lewis orford,west ham,Premier-League,2024-2025,8,28,7,2,42,0,,0,,27,0,0,1,0
stefan ortega,manchester city,Premier-League,2024-2025,489,3,0,0,492,0,,0,,864,0,0,0,0
william osula,newcastle utd,Premier-League,2024-2025,4,21,32,8,56,6,0.5,3,0.5,126,1,2,7,6
dango ouattara,bournemouth,Premier-League,2024-2025,165,316,497,128,959,82,0.47600000000000003,34,0.415,1777,35,38,63,32
nico oreilly,manchester city,Premier-League,2024-2025,71,223,130,18,419,15,0.6,6,0.4,575,15,0,14,15
alex palmer,ipswich town,Premier-League,2024-2025,461,10,0,0,470,0,,0,,750,0,0,2,0
cole palmer,chelsea,Premier-League,2024-2025,150,824,901,144,1846,113,0.451,46,0.40700000000000003,3804,76,41,71,37
emerson palmieri,west ham,Premier-League,2024-2025,422,559,359,28,1325,30,0.33299999999999996,17,0.5670000000000001,1737,25,9,24,7
lucas paqueta,west ham,Premier-League,2024-2025,367,989,454,59,1794,47,0.447,21,0.447,1416,34,2,54,51
thomas partey,arsenal,Premier-League,2024-2025,457,1214,534,33,2193,35,0.6859999999999999,9,0.257,3691,42,3,24,17
nathan patterson,everton,Premier-League,2024-2025,52,90,75,5,215,12,0.75,2,0.16699999999999998,216,5,2,4,2
andreas pereira,fulham,Premier-League,2024-2025,169,466,531,46,1147,30,0.467,8,0.267,1341,38,9,29,22
ricardo pereira,leicester city,Premier-League,2024-2025,90,166,41,5,296,9,0.667,2,0.222,186,3,2,3,1
kalvin phillips,ipswich town,Premier-League,2024-2025,223,398,122,5,739,12,0.41700000000000004,6,0.5,569,5,0,25,10
jaden philogene bidace,aston villa,Premier-League,2024-2025,27,54,66,14,145,15,0.267,8,0.5329999999999999,239,5,7,7,3
jaden philogene bidace,ipswich town,Premier-League,2024-2025,53,68,101,18,220,18,0.278,11,0.611,305,3,5,11,10
jordan pickford,everton,Premier-League,2024-2025,1640,69,0,0,1708,0,,0,,3568,0,0,2,0
ethan pinnock,brentford,Premier-League,2024-2025,783,457,109,24,1348,9,0.33299999999999996,6,0.667,1633,4,0,2,4
daniel podence,wolves,Premier-League,2024-2025,2,11,7,0,20,2,1.0,0,0.0,43,1,0,0,0
alfie pond,wolves,Premier-League,2024-2025,0,1,0,0,1,0,,0,,2,0,0,0,0
nick pope,newcastle utd,Premier-League,2024-2025,857,15,0,0,872,0,,0,,1708,0,0,0,1
pedro porro,tottenham,Premier-League,2024-2025,675,812,763,32,2237,40,0.35,24,0.6,2841,43,5,25,18
jarell quansah,liverpool,Premier-League,2024-2025,245,189,30,6,464,3,0.33299999999999996,2,0.667,709,4,1,5,2
aaron ramsdale,southampton,Premier-League,2024-2025,1286,32,0,0,1314,0,,0,,2349,0,0,3,0
jacob ramsey,aston villa,Premier-League,2024-2025,146,272,359,74,762,46,0.5429999999999999,13,0.28300000000000003,1766,31,21,42,23
marcus rashford,manchester utd,Premier-League,2024-2025,35,189,222,34,440,39,0.231,26,0.667,728,19,12,14,6
marcus rashford,aston villa,Premier-League,2024-2025,14,58,159,30,226,22,0.409,13,0.591,471,10,15,8,1
david raya,arsenal,Premier-League,2024-2025,1388,92,0,0,1480,1,1.0,0,0.0,2729,0,0,1,0
harrison reed,fulham,Premier-League,2024-2025,11,28,40,5,78,2,0.0,1,0.5,27,1,0,2,2
remy reesdottin,bournemouth,Premier-League,2024-2025,0,0,0,0,0,0,,0,,0,0,0,0,0
sergio reguilon,tottenham,Premier-League,2024-2025,57,73,38,3,167,6,0.33299999999999996,1,0.16699999999999998,233,2,1,2,1
vitor reis,manchester city,Premier-League,2024-2025,2,1,0,0,3,1,1.0,0,0.0,0,0,0,0,0
chadi riad,crystal palace,Premier-League,2024-2025,41,49,1,0,90,0,,0,,232,0,0,1,0
declan rice,arsenal,Premier-League,2024-2025,325,909,733,81,1948,29,0.483,14,0.483,3394,58,16,36,32
chris richards,crystal palace,Premier-League,2024-2025,611,440,73,18,1118,6,0.16699999999999998,5,0.833,964,5,0,5,5
richarlison,tottenham,Premier-League,2024-2025,21,89,64,29,173,16,0.063,14,0.875,168,8,3,9,8
andrew robertson,liverpool,Premier-League,2024-2025,538,940,620,53,2083,18,0.389,10,0.556,2849,52,6,25,13
antonee robinson,fulham,Premier-League,2024-2025,828,942,788,70,2523,83,0.45799999999999996,34,0.41,4230,61,30,44,20
jay robinson,southampton,Premier-League,2024-2025,15,18,22,5,54,11,0.545,5,0.455,92,2,1,1,6
rodri,manchester city,Premier-League,2024-2025,14,37,24,0,74,1,0.0,0,0.0,82,2,0,0,0
guido rodriguez,west ham,Premier-League,2024-2025,223,423,64,5,709,6,0.5,1,0.16699999999999998,481,5,2,4,7
mads roerslev,brentford,Premier-League,2024-2025,234,268,146,20,645,19,0.368,8,0.42100000000000004,858,13,0,9,6
morgan rogers,aston villa,Premier-League,2024-2025,200,592,597,142,1362,160,0.413,74,0.46299999999999997,3232,68,33,114,74
cristian romero,tottenham,Premier-League,2024-2025,594,720,74,23,1377,4,0.25,2,0.5,2893,18,0,10,5
georginio rutter,brighton,Premier-League,2024-2025,83,246,326,79,641,71,0.38,34,0.479,1405,36,16,45,37
jose sa,wolves,Premier-League,2024-2025,976,10,0,0,985,8,1.0,0,0.0,2483,0,0,1,0
bukayo saka,arsenal,Premier-League,2024-2025,57,216,715,162,978,90,0.456,37,0.41100000000000003,2460,32,51,34,40
mohamed salah,liverpool,Premier-League,2024-2025,97,500,1119,356,1686,137,0.423,72,0.526,3700,59,127,116,67
william saliba,arsenal,Premier-League,2024-2025,1127,1571,142,18,2824,19,0.632,6,0.316,4154,17,1,19,8
robert sanchez,chelsea,Premier-League,2024-2025,1311,12,0,0,1323,0,,0,,2852,0,0,0,0
jadon sancho,chelsea,Premier-League,2024-2025,117,283,585,121,975,97,0.46399999999999997,40,0.41200000000000003,2435,35,57,30,21
ibrahim sangare,nottham forest,Premier-League,2024-2025,110,247,52,7,407,1,0.0,1,1.0,283,2,0,5,4
pablo sarabia,wolves,Premier-League,2024-2025,58,271,226,24,552,15,0.4,7,0.467,731,15,0,22,14
jeremy sarmiento,brighton,Premier-League,2024-2025,0,6,2,0,8,0,,0,,10,0,0,1,0
ismaila sarr,crystal palace,Premier-League,2024-2025,180,411,511,135,1091,61,0.27899999999999997,35,0.574,2108,47,28,70,43
savio,manchester city,Premier-League,2024-2025,55,286,774,154,1095,113,0.46,40,0.354,3559,45,75,42,38
oliver scarles,west ham,Premier-League,2024-2025,159,179,133,9,466,7,0.28600000000000003,5,0.7140000000000001,483,9,2,12,3
dane scarlett,tottenham,Premier-League,2024-2025,3,5,1,1,9,0,,0,,33,0,0,0,1
kevin schade,brentford,Premier-League,2024-2025,154,238,507,146,883,89,0.337,52,0.584,1357,28,38,60,36
fabian schar,newcastle utd,Premier-League,2024-2025,1178,991,162,42,2319,13,0.615,3,0.231,3744,27,2,12,6
jeffrey schlupp,crystal palace,Premier-League,2024-2025,9,31,41,6,79,1,1.0,0,0.0,67,1,1,7,0
alex scott,bournemouth,Premier-League,2024-2025,90,257,144,18,485,26,0.231,13,0.5,663,10,3,23,8
matz sels,nottham forest,Premier-League,2024-2025,1082,20,0,0,1102,0,,0,,1697,1,1,0,0
nelson semedo,wolves,Premier-League,2024-2025,483,788,467,27,1717,71,0.451,31,0.43700000000000006,2688,41,10,42,21
antoine semenyo,bournemouth,Premier-League,2024-2025,206,573,909,191,1653,135,0.511,57,0.42200000000000004,3581,69,67,84,77
marcos senesi,bournemouth,Premier-League,2024-2025,391,427,82,16,889,10,0.6,4,0.4,1677,16,0,7,6
ryan sessegnon,fulham,Premier-League,2024-2025,88,131,149,45,363,21,0.381,10,0.47600000000000003,549,14,10,19,8
luke shaw,manchester utd,Premier-League,2024-2025,128,149,42,4,317,1,0.0,1,1.0,548,8,0,2,0
zain silcottduberry,bournemouth,Premier-League,2024-2025,1,0,2,0,3,0,,0,,6,0,0,0,0
bernardo silva,manchester city,Premier-League,2024-2025,355,843,876,141,2054,61,0.45899999999999996,26,0.426,4045,65,32,25,34
jota silva,nottham forest,Premier-League,2024-2025,83,104,181,46,357,34,0.294,15,0.441,632,13,9,24,12
eric da silva moreira,nottham forest,Premier-League,2024-2025,7,4,2,0,13,1,0.0,1,1.0,11,0,0,1,0
jahmai simpsonpusey,manchester city,Premier-League,2024-2025,61,59,3,1,123,1,0.0,0,0.0,190,0,0,1,0
luis sinisterra,bournemouth,Premier-League,2024-2025,18,41,96,23,155,20,0.4,10,0.5,393,6,10,6,3
oliver skipp,leicester city,Premier-League,2024-2025,141,383,92,9,612,12,0.583,5,0.41700000000000004,644,7,3,12,7
william smallbone,southampton,Premier-League,2024-2025,83,213,139,17,431,6,0.667,2,0.33299999999999996,397,9,1,12,6
adam smith,bournemouth,Premier-League,2024-2025,240,394,197,8,825,16,0.375,7,0.43799999999999994,711,18,1,13,7
emile smith rowe,fulham,Premier-League,2024-2025,166,591,476,60,1223,35,0.457,16,0.457,1932,40,12,36,18
dominic solanke,tottenham,Premier-League,2024-2025,74,299,288,112,654,51,0.33299999999999996,31,0.608,848,23,14,69,51
carlos soler,west ham,Premier-League,2024-2025,180,409,210,26,794,18,0.444,9,0.5,783,17,4,14,14
julio soler,bournemouth,Premier-League,2024-2025,3,6,8,0,17,0,,0,,8,0,0,1,0
ramon sosa,nottham forest,Premier-League,2024-2025,36,48,77,15,154,13,0.615,5,0.385,333,7,5,6,5
tomas soucek,west ham,Premier-League,2024-2025,355,626,303,102,1280,12,0.5,6,0.5,559,12,3,20,15
boubakary soumare,leicester city,Premier-League,2024-2025,386,903,166,18,1441,45,0.6,14,0.311,2011,19,4,24,22
djed spence,tottenham,Premier-League,2024-2025,500,641,309,25,1428,76,0.5,31,0.408,2481,44,7,28,33
jay stansfield,fulham,Premier-League,2024-2025,0,0,0,0,0,0,,0,,0,0,0,0,0
jason steele,brighton,Premier-League,2024-2025,114,0,0,0,114,0,,0,,151,0,0,0,0
jack stephens,southampton,Premier-League,2024-2025,461,543,97,11,1097,4,0.0,4,1.0,1407,12,1,3,3
raheem sterling,arsenal,Premier-League,2024-2025,10,58,209,38,274,30,0.33299999999999996,10,0.33299999999999996,750,11,15,13,14
ross stewart,southampton,Premier-League,2024-2025,25,55,62,15,140,5,0.6,2,0.4,81,0,4,7,9
jakub stolarczyk,leicester city,Premier-League,2024-2025,406,6,0,0,411,0,,0,,595,0,0,1,0
john stones,manchester city,Premier-League,2024-2025,142,234,68,4,442,2,1.0,0,0.0,1183,14,0,2,0
jrgen strand larsen,wolves,Premier-League,2024-2025,85,348,304,108,736,20,0.4,11,0.55,464,14,9,90,34
yukinari sugawara,southampton,Premier-League,2024-2025,327,410,334,29,1066,20,0.45,10,0.5,1384,16,7,18,5
kamaldeen sulemana,southampton,Premier-League,2024-2025,92,219,301,59,587,103,0.379,56,0.544,1620,37,28,50,25
crysencio summerville,west ham,Premier-League,2024-2025,47,147,181,38,372,39,0.33299999999999996,18,0.462,762,15,13,20,16
sammie szmodics,ipswich town,Premier-League,2024-2025,80,125,119,33,318,12,0.33299999999999996,6,0.5,407,8,7,24,17
dominik szoboszlai,liverpool,Premier-League,2024-2025,220,761,626,104,1584,41,0.512,17,0.415,2372,49,18,37,23
matt targett,newcastle utd,Premier-League,2024-2025,3,8,6,0,17,0,,0,,6,0,0,0,0
james tarkowski,everton,Premier-League,2024-2025,974,635,106,57,1706,7,0.7140000000000001,2,0.28600000000000003,1943,10,0,13,7
marcus tavernier,bournemouth,Premier-League,2024-2025,135,468,622,58,1196,65,0.431,31,0.47700000000000004,2068,51,9,46,47
charlie taylor,southampton,Premier-League,2024-2025,121,120,39,2,279,2,1.0,0,0.0,187,3,0,1,1
jack taylor,ipswich town,Premier-League,2024-2025,161,281,103,8,534,11,0.364,4,0.364,791,10,1,10,6
mathys tel,tottenham,Premier-League,2024-2025,58,150,217,40,413,53,0.28300000000000003,31,0.585,805,23,11,28,15
kenny tete,fulham,Premier-League,2024-2025,402,484,329,37,1205,20,0.45,6,0.3,1336,21,7,17,10
thiago,brentford,Premier-League,2024-2025,15,34,36,4,83,5,0.6,2,0.4,53,3,1,6,2
luke thomas,leicester city,Premier-League,2024-2025,294,366,120,8,775,6,0.5,3,0.5,585,8,2,12,4
youri tielemans,aston villa,Premier-League,2024-2025,479,1366,565,45,2384,61,0.508,19,0.311,2551,26,9,31,29
kieran tierney,arsenal,Premier-League,2024-2025,36,72,91,6,199,4,0.5,1,0.25,253,6,1,3,0
jurrien timber,arsenal,Premier-League,2024-2025,304,859,505,66,1661,53,0.45299999999999996,24,0.45299999999999996,2076,27,11,33,24
jeanclair todibo,west ham,Premier-League,2024-2025,716,543,47,11,1297,16,0.563,7,0.43799999999999994,1602,5,0,14,11
harry toffolo,nottham forest,Premier-League,2024-2025,32,22,34,2,88,0,,0,,23,0,0,0,0
takehiro tomiyasu,arsenal,Premier-League,2024-2025,4,1,2,1,7,0,,0,,5,0,0,0,0
sandro tonali,newcastle utd,Premier-League,2024-2025,406,991,450,45,1818,37,0.541,14,0.37799999999999995,2334,40,6,30,23
pau torres,aston villa,Premier-League,2024-2025,701,726,97,17,1518,17,0.882,2,0.11800000000000001,4176,27,0,6,5
conor townsend,ipswich town,Premier-League,2024-2025,87,50,38,5,172,0,,0,,136,2,0,2,2
adama traore,fulham,Premier-League,2024-2025,83,285,455,91,801,97,0.495,36,0.371,2486,45,33,37,25
boubacar traore,wolves,Premier-League,2024-2025,0,2,0,0,2,0,,0,,0,0,0,0,0
mark travers,bournemouth,Premier-League,2024-2025,159,3,0,0,162,0,,0,,188,0,0,0,0
ryan trevitt,brentford,Premier-League,2024-2025,2,4,1,0,7,0,,0,,2,0,0,0,0
kieran trippier,newcastle utd,Premier-League,2024-2025,375,616,406,13,1388,8,0.5,4,0.5,1224,14,4,11,8
leandro trossard,arsenal,Premier-League,2024-2025,135,399,762,158,1278,86,0.442,37,0.43,2218,55,30,66,52
kostas tsimikas,liverpool,Premier-League,2024-2025,190,327,229,13,741,12,0.41700000000000004,5,0.41700000000000004,790,8,2,6,4
axel tuanzebe,ipswich town,Premier-League,2024-2025,407,426,145,8,971,10,0.4,6,0.6,826,7,1,11,1
destiny udogie,tottenham,Premier-League,2024-2025,394,609,389,49,1376,32,0.406,16,0.5,2352,40,12,37,19
manuel ugarte,manchester utd,Premier-League,2024-2025,331,639,211,16,1161,32,0.563,10,0.313,1347,16,1,32,25
lesley ugochukwu,southampton,Premier-League,2024-2025,215,501,169,24,879,28,0.679,8,0.28600000000000003,1229,15,6,12,13
enes unal,bournemouth,Premier-League,2024-2025,14,63,95,26,172,12,0.083,10,0.833,95,3,1,17,13
hakon valdimarsson,brentford,Premier-League,2024-2025,71,1,0,0,72,0,,0,,80,0,0,0,0
virgil van dijk,liverpool,Premier-League,2024-2025,1317,1827,166,48,3300,5,0.6,2,0.4,4846,24,3,10,5
jamie vardy,leicester city,Premier-League,2024-2025,61,272,260,111,584,23,0.478,10,0.435,717,13,16,34,14
renato veiga,chelsea,Premier-League,2024-2025,61,82,27,3,167,5,0.6,2,0.4,144,5,1,1,0
joel veltman,brighton,Premier-League,2024-2025,332,558,253,10,1133,15,0.267,5,0.33299999999999996,1521,25,3,19,7
micky van de ven,tottenham,Premier-League,2024-2025,460,408,36,9,895,8,0.5,4,0.5,1407,10,1,5,5
bart verbruggen,brighton,Premier-League,2024-2025,1392,14,0,0,1406,2,1.0,0,0.0,1804,1,1,2,0
jannik vestergaard,leicester city,Premier-League,2024-2025,572,497,28,10,1092,4,1.0,0,0.0,1458,3,0,2,0
guglielmo vicario,tottenham,Premier-League,2024-2025,910,18,0,0,928,1,1.0,0,0.0,1700,0,0,0,0
carlos vinicius,fulham,Premier-League,2024-2025,1,3,3,2,7,1,1.0,0,0.0,11,0,1,1,0
kyle walker,manchester city,Premier-League,2024-2025,197,473,228,5,892,6,0.5,2,0.33299999999999996,1106,13,0,9,2
kyle walkerpeters,southampton,Premier-League,2024-2025,615,884,540,59,2022,92,0.413,39,0.424,4373,72,24,32,39
christian walton,ipswich town,Premier-League,2024-2025,271,1,0,0,272,0,,0,,384,0,0,0,0
aaron wanbissaka,west ham,Premier-League,2024-2025,682,969,637,48,2256,122,0.525,43,0.35200000000000004,3661,65,15,35,22
danny ward,leicester city,Premier-League,2024-2025,55,0,0,0,55,1,0.0,1,1.0,107,0,0,0,0
joel ward,crystal palace,Premier-League,2024-2025,17,15,1,0,32,1,0.0,1,1.0,15,0,0,0,0
james wardprowse,west ham,Premier-League,2024-2025,180,513,158,11,849,5,0.4,3,0.6,845,16,0,3,6
james wardprowse,nottham forest,Premier-League,2024-2025,49,115,45,1,205,0,,0,,170,3,0,3,3
ollie watkins,aston villa,Premier-League,2024-2025,50,248,407,168,693,41,0.244,27,0.659,1125,21,38,60,50
adam webster,brighton,Premier-League,2024-2025,389,399,43,15,824,3,0.33299999999999996,2,0.667,1475,6,0,5,1
danny welbeck,brighton,Premier-League,2024-2025,58,318,356,102,725,37,0.35100000000000003,21,0.568,890,23,8,49,28
welington,southampton,Premier-League,2024-2025,113,102,64,3,276,9,0.556,3,0.33299999999999996,197,4,1,9,4
timo werner,tottenham,Premier-League,2024-2025,24,78,203,33,298,19,0.526,8,0.42100000000000004,1062,24,18,14,6
adam wharton,crystal palace,Premier-League,2024-2025,204,463,212,11,872,10,0.2,8,0.8,1078,23,2,17,13
ben white,arsenal,Premier-League,2024-2025,214,367,238,28,813,6,0.0,5,0.833,953,16,4,10,6
mats wieffer,brighton,Premier-League,2024-2025,223,450,206,22,867,15,0.467,7,0.467,1051,20,1,19,9
neco williams,nottham forest,Premier-League,2024-2025,558,574,453,45,1565,46,0.391,19,0.413,2169,28,16,36,21
willian,fulham,Premier-League,2024-2025,18,83,134,7,231,7,0.14300000000000002,4,0.5710000000000001,503,10,2,3,1
joe willock,newcastle utd,Premier-League,2024-2025,74,231,239,55,533,35,0.34299999999999997,17,0.486,1034,28,16,37,23
callum wilson,newcastle utd,Premier-League,2024-2025,5,55,38,19,95,7,0.14300000000000002,4,0.5710000000000001,105,4,5,16,12
harry wilson,fulham,Premier-League,2024-2025,81,203,324,63,598,24,0.375,10,0.41700000000000004,864,18,11,19,6
harry winks,leicester city,Premier-League,2024-2025,275,746,151,1,1158,12,0.25,8,0.667,1522,13,0,13,8
ben winterburn,bournemouth,Premier-League,2024-2025,2,5,2,1,9,0,,0,,40,0,1,0,0
yoane wissa,brentford,Premier-League,2024-2025,136,376,432,163,925,49,0.306,24,0.49,1662,26,34,77,35
chris wood,nottham forest,Premier-League,2024-2025,89,361,322,105,767,13,0.308,8,0.615,506,11,5,75,28
nathan woodgordon,southampton,Premier-League,2024-2025,282,255,28,3,564,6,0.667,1,0.16699999999999998,535,6,0,5,1
luke woolfenden,ipswich town,Premier-League,2024-2025,407,278,9,3,694,0,,0,,1249,3,0,4,0
yehor yarmoliuk,brentford,Premier-League,2024-2025,277,501,203,15,960,27,0.48100000000000004,11,0.40700000000000003,908,19,3,26,21
ryan yates,nottham forest,Premier-League,2024-2025,276,510,266,41,1041,18,0.5,5,0.278,934,18,1,24,18
leny yoro,manchester utd,Premier-League,2024-2025,413,414,70,13,894,4,0.5,2,0.5,1765,13,1,3,4
ashley young,everton,Premier-League,2024-2025,369,528,305,9,1194,20,0.35,9,0.45,1378,26,1,11,1
illia zabarnyi,bournemouth,Premier-League,2024-2025,929,1078,77,16,2062,9,0.667,2,0.222,4948,21,0,14,3
oleksandr zinchenko,arsenal,Premier-League,2024-2025,86,233,181,20,499,5,0.6,1,0.2,573,8,3,3,4
joshua zirkzee,manchester utd,Premier-League,2024-2025,71,303,219,56,587,35,0.314,24,0.6859999999999999,523,21,4,41,30
martin degaard,arsenal,Premier-League,2024-2025,126,708,875,115,1693,59,0.424,32,0.542,3772,85,26,38,40
james abankwah,udinese,Serie-A,2024-2025,37,22,7,2,65,0,,0,,165,1,1,1,3
saud abdulhamid,roma,Serie-A,2024-2025,27,75,56,7,157,8,0.375,2,0.25,175,2,2,5,1
oliver abildgaard,como,Serie-A,2024-2025,1,1,0,0,2,0,,0,,0,0,0,0,0
tammy abraham,roma,Serie-A,2024-2025,0,2,2,1,4,0,,0,,1,0,0,1,0
tammy abraham,milan,Serie-A,2024-2025,46,172,149,57,365,14,0.28600000000000003,10,0.7140000000000001,205,6,4,22,13
federico accornero,genoa,Serie-A,2024-2025,2,3,3,0,8,0,,0,,18,1,0,2,0
francesco acerbi,inter,Serie-A,2024-2025,648,733,108,20,1484,4,0.75,1,0.25,2128,20,1,7,2
che adams,torino,Serie-A,2024-2025,53,387,371,104,801,37,0.297,22,0.595,702,18,9,63,34
yacine adli,fiorentina,Serie-A,2024-2025,177,607,248,11,1021,32,0.375,16,0.5,1680,28,3,19,8
vasilije adzic,juventus,Serie-A,2024-2025,5,8,11,2,24,1,0.0,1,1.0,10,1,0,1,1
michel aebischer,bologna,Serie-A,2024-2025,74,302,114,10,485,6,0.5,2,0.33299999999999996,508,12,2,5,7
honest ahanor,genoa,Serie-A,2024-2025,27,43,38,7,106,1,0.0,0,0.0,119,1,0,7,2
junior ajayi,hellas verona,Serie-A,2024-2025,0,3,2,0,5,0,,0,,7,0,0,1,0
jeandaniel akpaakpro,monza,Serie-A,2024-2025,157,258,99,7,505,38,0.316,19,0.5,818,15,2,24,2
david akpan ankeye,genoa,Serie-A,2024-2025,2,3,4,0,9,1,1.0,0,0.0,8,1,0,0,2
faride alidou,hellas verona,Serie-A,2024-2025,5,11,17,0,31,4,0.5,2,0.5,44,3,0,1,1
dele alli,como,Serie-A,2024-2025,0,2,2,0,4,0,,0,,4,0,0,1,0
pontus almqvist,parma,Serie-A,2024-2025,67,154,253,53,462,50,0.4,28,0.56,1059,18,22,31,13
giorgio altare,venezia,Serie-A,2024-2025,235,216,57,6,505,6,0.833,1,0.16699999999999998,404,10,0,5,5
sofyan amrabat,fiorentina,Serie-A,2024-2025,24,103,14,0,140,0,,0,,196,0,0,1,2
angelino,roma,Serie-A,2024-2025,640,1041,602,47,2266,27,0.40700000000000003,11,0.40700000000000003,3048,52,11,27,9
lorenzo anghele,juventus,Serie-A,2024-2025,0,5,1,0,5,1,1.0,0,0.0,3,1,0,0,0
faustino anjorin,empoli,Serie-A,2024-2025,132,357,153,17,628,41,0.39,22,0.537,1043,17,6,25,11
marko arnautovic,inter,Serie-A,2024-2025,6,64,128,39,198,3,0.667,1,0.33299999999999996,119,3,2,13,3
kristjan asllani,inter,Serie-A,2024-2025,258,638,167,9,1059,6,0.16699999999999998,4,0.667,1231,14,1,5,2
arthur atta,udinese,Serie-A,2024-2025,125,417,289,39,813,61,0.44299999999999995,30,0.49200000000000005,1219,31,10,34,22
emil audero,como,Serie-A,2024-2025,268,1,0,0,269,0,,0,,476,0,0,0,0
tommaso augello,cagliari,Serie-A,2024-2025,657,697,569,12,1902,43,0.5579999999999999,18,0.419,2239,37,3,27,18
carlos augusto,inter,Serie-A,2024-2025,466,678,280,43,1413,12,0.583,5,0.41700000000000004,1960,26,4,18,13
yann aurel bisseck,inter,Serie-A,2024-2025,509,778,181,43,1465,15,0.2,10,0.667,2687,27,3,16,7
paulo azzi,cagliari,Serie-A,2024-2025,66,97,84,8,242,13,0.615,4,0.308,450,10,3,3,4
oussama el azzouzi,bologna,Serie-A,2024-2025,3,15,2,0,20,0,,0,,20,0,0,0,0
jacopo bacci,empoli,Serie-A,2024-2025,4,10,0,0,14,0,,0,,1,0,0,0,0
milan badelj,genoa,Serie-A,2024-2025,268,623,129,13,1014,20,0.45,9,0.45,803,8,2,19,11
mitchel bakker,atalanta,Serie-A,2024-2025,2,5,3,0,10,0,,0,,15,0,0,0,0
